shipment_id,tracking_number,order_id,customer_id,customer_name,shipment_type,carrier,status,origin_city,origin_country,destination_city,destination_country,package_weight_kg,package_dimensions_cm,declared_value_eur,shipping_cost_eur,insurance_cost_eur,pickup_date,estimated_delivery_date,actual_delivery_date,warehouse_id,driver_id,distance_km,delivery_attempts,signature_required,customer_satisfaction_score,delay_reason,damage_reported,claim_filed,claim_amount_eur,co2_emissions_kg,is_international,created_at
SHP-202312690,TRK970016262684,ORD-7654686,CUST-735468,David Richter,Next Day,DHL,DELIVERED,Hanover,GERMANY,Berlin,Czech Republic,2.21,98x10x72,1600.72,6.99,0.0,2024-11-04,09-06-2022,2024-09-14,WH-DRS,DRV-2086,552,4,False,3.0,Incorrect Address,False,True,0.0,68.83,True,2023-08-11 14:53:00
SHP-202312691,TRK548093953405,ORD-6465411,CUST-310533,Petra Richter,Standard,FedEx,Returned,Cologne,Germany,Frankfurt,Austria,42.2,20x39x41,1062.87,37.1,0.0,11/14/2023,2022-11-08,2025-12-26,WH-CGN,DRV-4061,746,1,False,,,True,False,244.15,22.83,True,2023-10-12 19:08:00
SHP-202312692,TRK154187286458,ORD-3354460,CUST-278310,Hanna Klein,Freight,FedEx,Pending,Nuremberg,DE,Leipzig,CH,25.89,111x14x45,1376.9,22.7,0.0,2024-10-26,2022-06-28,2022-05-20,WH-FRA,DRV-8018,1144,1,False,3.0,Weather,False,False,0.0,33.13,False,2023-05-06 23:22:00
SHP-202312693,TRK614887075676,ORD-7811262,CUST-869391,Mia Osei,Economy,Deutsche Post,Returned,Dresden,Germany,Berlin,DE,45.73,54x25x42,3355.46,42.13,0.0,2023-07-23,2022-05-23,2023-03-02,WH-HAM,DRV-4706,459,5,False,1.0,,True,False,0.0,83.65,True,2023-11-15 02:28:00
SHP-202312694,TRK829761111172,ORD-7891428,CUST-365728,Emma Klein,Freight,Amazon Logistics,Lost,Hanover,DE,Munich,NL,32.68,128x77x49,3912.37,13.44,0.0,09/08/2022,2025-06-28,2023-11-15,WH-DRS,DRV-2090,1470,2,True,,Customs Delay,False,True,0.0,89.08,False,2023-11-09 06:44:00
SHP-202312695,TRK924644630927,ORD-1007874,CUST-181876,Felix Meyer,Economy,UPS,In Transit,Bremen,DE,Frankfurt,Czech Republic,33.78,150x64x66,2488.68,49.06,22.92,2023-01-23,2023-09-01,2023-08-11,WH-HAM,DRV-7633,1117,1,True,,Vehicle Breakdown,False,False,0.0,9.51,True,2023-05-17 11:10:00
SHP-202312696,TRK830943179322,ORD-1890684,CUST-858039,Paul Agyeman,Standard,UPS,Out for Delivery,Stuttgart,DE,Frankfurt,Poland,6.51,37x11x47,3569.46,38.29,0.0,2023-09-20,2025-09-20,2024-07-30,WH-DRS,DRV-1876,884,3,True,5.0,Vehicle Breakdown,False,True,0.0,38.8,False,2023-02-08 23:17:00
SHP-202312697,TRK296946339136,ORD-8405373,CUST-734165,Mia Agyeman,Same Day,DB Schenker,In Transit,Cologne,Germany,Hamburg,CZ,7.59,64x60x6,1325.62,59.24,0.0,2022-02-17,09/02/2025,2024-05-24,WH-MUC,DRV-6920,155,4,True,2.0,Recipient Not Available,True,False,0.0,86.31,False,2023-10-19 20:29:00
SHP-202312698,TRK569773966232,ORD-7610255,CUST-304279,Lukas Hoffmann,Same Day,DB Schenker,Failed,Hanover,Deutschland,Stuttgart,Czech Republic,15.6,60x76x44,4228.34,89.25,0.0,2024-02-17,2025-11-20,15/10/2025,WH-HAM,DRV-5692,772,5,False,,,False,False,0.0,35.95,True,2023-11-07 10:54:00
SHP-202312699,TRK767411882724,ORD-7194234,CUST-713613,David Fischer,Freight,FedEx,DELIVERED,Bremen,GERMANY,Hanover,PL,39.55,56x14x66,2777.11,89.7,0.0,10-09-2023,2022-08-07,2025-04-02,WH-CGN,DRV-4787,609,3,True,,Traffic,False,True,0.0,10.61,False,2023-05-06 06:09:00
SHP-202312700,TRK297115872456,ORD-5302528,CUST-795549,Daniel Fischer,Economy,DPD,Returned,Berlin,DE,Dusseldorf,AT,28.97,80x76x26,1125.5,76.19,4.88,2024-11-10,26-06-2024,2025-11-28,WH-CGN,DRV-8807,1165,2,False,4.0,Recipient Not Available,False,True,2416.55,65.94,False,2023-04-10 17:48:00
SHP-202312701,TRK908585845142,ORD-5509139,CUST-142531,Hanna Fischer,Economy,UPS,Lost,Frankfurt,DE,Hanover,Switzerland,37.06,10x13x75,1476.42,24.14,2.1,18/07/2025,2023-08-03,2022-03-11,WH-FRA,DRV-2819,1438,3,True,1.0,Recipient Not Available,False,True,3263.58,93.59,True,2023-02-09 12:16:00
SHP-202312702,TRK595956001420,ORD-5662184,CUST-981151,Petra Schmidt,Express,DHL,Returned,Essen,DE,Essen,AT,15.57,83x54x10,44.26,17.72,0.0,2022-05-23,01-05-2025,2023-01-06,WH-BER,DRV-8302,695,5,False,3.0,,True,False,0.0,53.7,True,2023-06-23 13:05:00
SHP-202312703,TRK273720096625,ORD-7972076,CUST-615654,Sophie Wolf,Standard,Hermes,Returned,Nuremberg,GERMANY,Cologne,AT,8.69,145x94x68,2871.78,25.22,0.0,2025-06-25,2025-03-02,2023-08-13,WH-FRA,DRV-4919,374,4,False,2.0,Weather,True,False,0.0,55.23,True,2023-07-21 12:58:00
SHP-202312704,TRK801492308746,ORD-3112860,CUST-371971,Leon Fischer,Express,DB Schenker,Attempted,Stuttgart,GERMANY,Nuremberg,PL,7.38,74x24x22,1773.85,54.6,0.0,2025-08-05,2022-04-13,17-01-2023,WH-BER,DRV-9552,1217,5,False,4.0,Incorrect Address,True,True,0.0,3.49,False,2023-11-14 09:14:00
SHP-202312705,TRK655960153835,ORD-3482237,CUST-146256,Sabine Mensah,Same Day,Deutsche Post,Lost,Nuremberg,Deutschland,Stuttgart,Switzerland,1.02,21x99x71,2183.92,51.29,0.0,20 Nov 2023,21/10/2025,2023-06-19,WH-FRA,DRV-3115,853,1,True,3.0,Vehicle Breakdown,True,True,0.0,64.59,True,2023-03-04 22:55:00
SHP-202312706,TRK156832935210,ORD-5860342,CUST-484790,Anna Bauer,Standard,Hermes,Attempted,Hanover,Deutschland,Leipzig,Poland,45.99,115x69x58,3371.98,18.8,22.64,2024-08-31,2025-07-08,2023-06-02,WH-HAM,DRV-6809,440,2,True,,Recipient Not Available,False,True,0.0,83.15,False,2023-08-05 21:05:00
SHP-202312707,TRK468803751607,ORD-6535147,CUST-910766,Andreas Hoffmann,Standard,Hermes,In Transit,Stuttgart,Deutschland,Nuremberg,DE,42.47,117x16x71,3586.99,21.42,0.9,2025-12-17,2025-03-07,30-11-2023,WH-HAM,DRV-8321,1332,3,False,5.0,Incorrect Address,False,False,0.0,94.44,False,2023-10-22 04:16:00
SHP-202312708,TRK329986434527,ORD-3620969,CUST-370926,Hanna Schulz,Express,DB Schenker,Returned,Frankfurt,Deutschland,Prague,AT,34.53,59x20x13,2020.81,34.06,0.0,11/06/2023,2024-05-18,2022-11-27,WH-HAM,DRV-2124,1042,4,True,,Strike,True,False,0.0,11.9,True,2023-10-06 03:33:00
SHP-202312709,TRK384317034202,ORD-7582335,CUST-695302,Sophie Hoffmann,Next Day,Amazon Logistics,Out for Delivery,Dortmund,Deutschland,Cologne,FR,47.56,45x57x75,3841.95,48.29,0.0,2024-08-11,2024-10-20,2022-01-30,WH-HAM,DRV-5123,1346,2,True,,Traffic,False,True,0.0,50.43,False,2023-04-06 19:59:00
SHP-202312710,TRK686281327758,ORD-5447718,CUST-578053,Sabine Weber,Economy,Hermes,DELIVERED,Cologne,Deutschland,Nuremberg,AT,48.43,21x30x30,554.17,4.14,3.88,26/05/2023,18/03/2024,2022-09-20,WH-DRS,DRV-3268,574,5,True,1.0,Recipient Not Available,False,False,0.0,51.3,True,2023-12-02 00:19:00
SHP-202312711,TRK402531825862,ORD-5404232,CUST-160285,Sabine Becker,International,DHL,Out for Delivery,Duisburg,Deutschland,Zurich,FR,3.61,116x95x28,1353.36,23.63,0.0,2024-04-14,2023-09-29,2024-08-07,WH-MUC,DRV-8727,817,3,False,,Traffic,True,True,0.0,12.51,True,2023-09-11 08:41:00
SHP-202312712,TRK284572787873,ORD-9325880,CUST-332176,Leon Schneider,Express,Hermes,Failed,Essen,Deutschland,Frankfurt,CH,22.2,100x45x42,2820.0,89.94,9.1,2024-08-06,2024-12-31,2022-01-20,WH-MUC,DRV-3969,1262,5,True,5.0,Traffic,True,True,0.0,28.46,True,2023-09-14 16:50:00
SHP-202312713,TRK822174371142,ORD-3130413,CUST-853930,Christina Koch,International,DB Schenker,delivered,Munich,GERMANY,Dusseldorf,AT,18.4,71x30x15,32.67,86.02,0.0,2022-05-30,2025-11-03,2022-06-25,WH-CGN,DRV-4948,374,2,True,,,True,False,0.0,3.86,False,2023-08-06 18:08:00
SHP-202312714,TRK819634543874,ORD-5213370,CUST-589965,Hanna Weber,Same Day,DHL,Pending,Essen,Deutschland,Duisburg,Austria,18.8,47x40x35,2065.23,81.31,0.77,2022-08-23,2025-03-29,2022-07-22,WH-FRA,DRV-1696,38,5,True,1.0,Recipient Not Available,False,False,0.0,83.3,True,2023-07-28 23:41:00
SHP-202312715,TRK523760397348,ORD-4377360,CUST-894598,Leon Schulz,Freight,Hermes,Failed,Leipzig,Germany,Vienna,CZ,14.76,96x95x56,3679.12,44.48,0.0,2025-02-07,2024-04-29,08-06-2022,WH-MUC,DRV-8303,1171,5,True,4.0,Incorrect Address,False,True,3884.07,50.84,True,2023-10-11 21:39:00
SHP-202312716,TRK923103383782,ORD-1280489,CUST-181747,Lukas Richter,International,DHL,Pending,Duisburg,DE,Leipzig,Switzerland,45.7,97x29x50,4318.77,12.22,11.63,04/14/2023,17/06/2025,2022-02-12,WH-HAM,DRV-9263,43,5,True,,Recipient Not Available,True,False,0.0,73.78,True,2023-04-28 20:15:00
SHP-202312717,TRK771953988911,ORD-8467890,CUST-312037,Mia Koch,Next Day,Hermes,Out for Delivery,Nuremberg,GERMANY,Duisburg,CZ,2.36,48x78x55,4686.37,80.78,5.21,2024-08-22,2025-11-12,2024-02-28,WH-HAM,DRV-9428,637,1,True,,Strike,False,False,0.0,47.98,False,2023-06-01 04:10:00
SHP-202312718,TRK546278070484,ORD-5663755,CUST-248501,Andreas Agyeman,Economy,GLS,Failed,Stuttgart,GERMANY,Nuremberg,DE,2.67,113x49x60,959.38,43.01,19.76,2025-09-13,2023-07-12,2024-02-15,WH-HAM,DRV-9241,210,2,True,1.0,,False,False,0.0,94.93,True,2023-08-23 07:17:00
SHP-202312719,TRK907147536905,ORD-3862402,CUST-235490,Mia Richter,Same Day,GLS,Lost,Dortmund,DE,Berlin,Czech Republic,0.56,38x27x7,4247.23,83.67,0.0,2023-07-02,2024-08-26,2024-05-12,WH-HAM,DRV-8044,1356,2,True,,Customs Delay,False,False,1731.33,75.91,False,2023-01-22 12:58:00
SHP-202312720,TRK612907323445,ORD-1092391,CUST-192862,Daniel Muller,Next Day,UPS,Lost,Hanover,DE,Prague,CH,36.99,11x97x74,3831.54,88.15,0.0,2022-01-15,2023-07-02,2024-02-27,WH-MUC,DRV-7639,866,2,False,5.0,,True,True,0.0,62.39,True,2023-06-12 08:56:00
SHP-202312721,TRK654549594136,ORD-5779574,CUST-446063,Christina Sowah,International,DPD,DELIVERED,Dortmund,GERMANY,Leipzig,CZ,18.73,43x32x51,2485.37,66.74,0.0,2022-08-13,21 Aug 2023,2022-05-04,WH-MUC,DRV-5861,625,5,True,4.0,Weather,True,True,0.0,4.97,False,2023-07-26 14:39:00
SHP-202312722,TRK747621521658,ORD-1324528,CUST-275228,Sarah Becker,Freight,DHL,Returned,Cologne,GERMANY,Stuttgart,Poland,22.22,139x67x5,2110.58,81.61,0.0,23 Sep 2022,2025-02-01,16 Feb 2025,WH-CGN,DRV-2162,99,3,False,5.0,Customs Delay,True,False,0.0,47.41,True,2023-01-13 07:13:00
SHP-202312723,TRK995926546295,ORD-5148442,CUST-217585,Anna Osei,Standard,Amazon Logistics,Delivered,Berlin,Deutschland,Dortmund,France,25.92,102x25x66,3790.36,8.92,9.3,2023-04-20,2025-10-19,2022-07-14,WH-MUC,DRV-4439,754,3,True,1.0,,True,False,0.0,66.68,True,2023-10-12 11:33:00
SHP-202312724,TRK634479451434,ORD-8197978,CUST-838865,Hanna Fischer,International,DHL,Returned,Hamburg,Germany,Nuremberg,Austria,18.23,103x68x68,578.74,41.89,0.0,2023-02-04,2024-03-02,2025-09-22,WH-BER,DRV-9106,408,2,True,,Weather,False,False,0.0,52.21,True,2023-09-26 23:35:00
SHP-202312725,TRK755525700760,ORD-9873340,CUST-546179,Lukas Becker,International,Amazon Logistics,delivered,Leipzig,DE,Zurich,Germany,8.02,57x79x44,4558.26,18.37,15.52,2022-06-16,2022-08-23,2022-11-29,WH-MUC,DRV-3369,1433,1,True,1.0,Strike,False,False,0.0,14.92,True,2023-10-20 20:40:00
SHP-202312726,TRK653029409648,ORD-5147305,CUST-383453,Michael Meyer,International,DHL,Returned,Munich,Germany,Hamburg,Switzerland,15.88,88x33x77,3658.49,17.23,24.13,06/05/2022,03/25/2025,2022-12-20,WH-HAM,DRV-9507,1084,1,True,,,True,True,0.0,21.82,True,2023-01-10 06:23:00
SHP-202312727,TRK728303721339,ORD-8880126,CUST-963408,Hanna Agyeman,Next Day,Deutsche Post,DELIVERED,Nuremberg,GERMANY,Prague,CZ,8.37,69x17x46,2551.03,55.0,10.0,2022-04-15,06/03/2025,2023-09-11,WH-FRA,DRV-4292,1118,3,True,3.0,Recipient Not Available,True,True,0.0,75.67,True,2023-03-06 07:04:00
SHP-202312728,TRK996014785229,ORD-9347707,CUST-765206,Max Mensah,Standard,GLS,Delivered,Munich,DE,Essen,Poland,39.22,47x92x9,690.01,34.55,4.39,2022-05-31,2024-01-04,2022-07-27,WH-MUC,DRV-8106,812,5,True,2.0,Incorrect Address,True,True,1511.81,71.69,False,2023-10-01 17:22:00
SHP-202312729,TRK683068132195,ORD-9376163,CUST-629592,Emma Fischer,Next Day,Amazon Logistics,Returned,Dortmund,DE,Hanover,Germany,26.39,17x67x12,49.87,34.43,0.0,2025-03-08,15/02/2025,29-08-2025,WH-FRA,DRV-7186,819,4,True,5.0,,True,False,0.0,19.17,False,2023-10-08 16:25:00
SHP-202312730,TRK195224083898,ORD-6553507,CUST-570656,Anna Wolf,Next Day,DHL,In Transit,Leipzig,Germany,Hanover,DE,33.09,26x90x26,1587.75,84.72,0.0,2025-04-24,2024-04-17,01/03/2025,WH-FRA,DRV-5188,663,4,True,,Vehicle Breakdown,True,True,4239.28,83.89,False,2023-11-09 19:48:00
SHP-202312731,TRK218504250277,ORD-8926439,CUST-409495,Max Schmidt,Standard,Deutsche Post,Pending,Munich,DE,Amsterdam,Austria,18.6,117x70x6,3222.4,4.25,0.0,2025-06-25,2024-07-17,07-11-2025,WH-MUC,DRV-7665,525,5,False,5.0,Strike,True,True,0.0,19.54,False,2023-05-19 22:48:00
SHP-202312732,TRK990570978466,ORD-2086523,CUST-541120,Sarah Mensah,Same Day,GLS,Returned,Frankfurt,DE,Essen,Czech Republic,37.7,46x94x76,2372.37,5.28,9.92,2022-03-17,2023-05-08,2024-08-26,WH-CGN,DRV-2124,1095,2,False,,Weather,True,False,0.0,85.9,True,2023-06-28 09:21:00
SHP-202312733,TRK894994641599,ORD-2853395,CUST-456466,Paul Bauer,Standard,FedEx,Failed,Dresden,Deutschland,Frankfurt,CZ,40.29,68x99x24,811.73,17.35,6.55,2024-08-21,2024-09-20,2022-07-26,WH-CGN,DRV-1730,451,2,False,,Strike,False,False,4410.13,27.93,False,2023-07-19 15:41:00
SHP-202312734,TRK813680732628,ORD-5059563,CUST-541536,Sabine Fischer,Same Day,Amazon Logistics,Pending,Nuremberg,Deutschland,Cologne,Germany,25.03,46x98x34,498.56,61.39,0.0,2022-05-04,2023-03-21,2025-09-25,WH-DRS,DRV-1097,1235,3,False,,Incorrect Address,False,False,0.0,6.07,False,2023-08-20 17:42:00
SHP-202312735,TRK670868601070,ORD-1628909,CUST-241133,Leon Hoffmann,International,DPD,DELIVERED,Nuremberg,DE,Hamburg,Germany,46.09,65x21x46,1733.29,67.26,15.54,2022-10-26,2024-12-07,2023-02-24,WH-HAM,DRV-4661,570,4,True,,Customs Delay,True,False,0.0,10.32,True,2023-12-05 02:00:00
SHP-202312736,TRK806592285837,ORD-8437160,CUST-946607,Sophie Muller,Economy,GLS,delivered,Cologne,Deutschland,Vienna,DE,26.49,24x34x63,4293.0,4.99,0.0,13 Aug 2022,27/11/2022,2023-11-22,WH-BER,DRV-5615,626,1,False,,,True,True,0.0,99.82,False,2023-02-02 09:50:00
SHP-202312737,TRK159077001966,ORD-2309269,CUST-536390,Sophie Hoffmann,Standard,GLS,Attempted,Dresden,Deutschland,Duisburg,France,44.68,12x26x17,147.87,13.69,0.0,2024-10-25,2023-12-03,09/02/2024,WH-HAM,DRV-2057,627,1,True,,Weather,True,False,0.0,90.24,True,2023-06-24 17:02:00
SHP-202312738,TRK496464951540,ORD-8175654,CUST-167777,Michael Mensah,Same Day,Hermes,DELIVERED,Nuremberg,Deutschland,Essen,Switzerland,26.19,81x46x11,1349.97,18.17,0.0,2024-05-29,2025-10-25,2025-12-15,WH-FRA,DRV-2098,918,3,False,4.0,Vehicle Breakdown,False,True,0.0,34.28,True,2023-04-23 19:09:00
SHP-202312739,TRK621644061814,ORD-9826548,CUST-568165,Emma Richter,Next Day,GLS,Out for Delivery,Stuttgart,GERMANY,Bremen,Austria,21.1,31x69x48,4612.67,83.32,0.0,02/18/2022,2025-05-21,2022-03-11,WH-BER,DRV-1711,791,2,False,4.0,,True,False,0.0,82.62,True,2023-02-15 15:12:00
SHP-202312740,TRK994029739369,ORD-3022910,CUST-455867,Christina Koch,Express,DPD,Attempted,Cologne,DE,Hamburg,PL,24.42,22x70x47,3981.84,78.61,0.0,2025-06-08,2022-11-05,03/26/2022,WH-DRS,DRV-9303,708,4,True,5.0,,True,False,0.0,31.92,True,2023-06-06 22:30:00
SHP-202312741,TRK112189699037,ORD-3069719,CUST-519374,Thomas Mensah,Same Day,DHL,Failed,Dortmund,GERMANY,Frankfurt,CZ,29.52,140x22x26,30.78,69.93,0.0,15/12/2022,2023-07-28,2024-05-09,WH-CGN,DRV-3385,676,5,True,,Customs Delay,False,False,710.51,71.15,True,2023-07-02 01:53:00
SHP-202312742,TRK143986320939,ORD-4816402,CUST-635144,Thomas Fischer,Standard,Deutsche Post,DELIVERED,Cologne,DE,Bremen,CZ,31.37,89x72x8,956.55,0.0,13.3,2022-11-02,2024-08-14,2024-03-05,WH-BER,DRV-2114,637,4,True,,Incorrect Address,True,True,0.0,36.14,True,2023-12-07 17:45:00
SHP-202312743,TRK646961212492,ORD-6683195,CUST-677771,Andreas Schulz,International,DB Schenker,Failed,Leipzig,Deutschland,Hamburg,FR,26.87,73x13x13,2687.85,33.3,0.0,03/11/2023,2023-11-26,21/06/2025,WH-HAM,DRV-6692,897,4,False,5.0,Customs Delay,True,True,0.0,8.98,False,2023-11-08 08:12:00
SHP-202312744,TRK904964545689,ORD-1753501,CUST-776334,Michael Muller,Freight,Amazon Logistics,Failed,Dortmund,Deutschland,Duisburg,Poland,4.89,102x93x12,1076.11,81.61,5.97,2024-06-13,10 Mar 2023,2022-06-19,WH-CGN,DRV-3738,896,4,True,,Customs Delay,True,True,0.0,68.83,False,2023-04-24 08:01:00
SHP-202312745,TRK309101312023,ORD-1253957,CUST-422130,Anna Wagner,Same Day,Deutsche Post,Failed,Cologne,Germany,Duisburg,Czech Republic,13.14,116x78x31,3164.21,4.7,15.89,2022-12-10,2024-08-20,2024-12-06,WH-DRS,DRV-9095,577,1,False,,,False,False,2766.98,54.3,False,2023-12-24 17:13:00
SHP-202312746,TRK347812017256,ORD-5980880,CUST-325246,Christina Klein,Next Day,UPS,Pending,Stuttgart,Germany,Dresden,Austria,0.3,22x86x6,1914.7,29.33,N/A,2022-01-11,2022-12-17,2025-02-04,WH-MUC,DRV-7576,1223,4,False,2.0,Vehicle Breakdown,False,True,1106.84,83.18,True,2023-07-24 22:06:00
SHP-202312747,TRK136653370465,ORD-4883419,CUST-293514,Lisa Boateng,Economy,DB Schenker,Out for Delivery,Leipzig,GERMANY,Dortmund,AT,10.42,68x64x37,4364.09,88.81,0.0,2024-01-13,14-06-2024,2023-12-03,WH-CGN,DRV-9583,902,1,False,4.0,Traffic,True,False,0.0,5.1,True,2023-01-25 13:58:00
SHP-202312748,TRK329981548295,ORD-4174056,CUST-517559,Petra Boateng,International,Hermes,Lost,Cologne,DE,Prague,CZ,34.4,111x75x29,2432.59,8.19,0.0,27/06/2022,2025-08-01,06/11/2022,WH-HAM,DRV-1288,219,5,False,,Incorrect Address,True,False,0.0,40.82,True,2023-01-08 10:30:00
SHP-202312749,TRK235911168641,ORD-7128867,CUST-166293,Sarah Mensah,Same Day,Deutsche Post,Delivered,Hamburg,Germany,Hamburg,Poland,47.7,143x34x66,3961.46,13.47,0.0,2025-09-05,2023-07-07,2024-11-22,WH-MUC,DRV-9216,773,3,False,2.0,Recipient Not Available,False,True,0.0,91.22,True,2023-09-02 08:06:00
SHP-202312750,TRK760560441609,ORD-9543417,CUST-460963,Sabine Richter,Freight,Hermes,Attempted,Dortmund,GERMANY,Leipzig,CZ,28.54,108x85x58,1067.34,32.13,0.0,2025-08-10,2024-03-13,2022-05-09,WH-CGN,DRV-7461,766,2,False,,Traffic,True,True,0.0,61.28,False,2023-01-20 14:35:00
SHP-202312751,TRK872269017210,ORD-8655084,CUST-164360,Andreas Schulz,Standard,FedEx,Lost,Duisburg,DE,Bremen,PL,40.82,41x94x37,1263.42,66.21,0.0,2025-01-02,2023-09-04,2022-08-29,WH-FRA,DRV-6617,1112,4,False,3.0,Traffic,True,False,0.0,89.8,True,2023-04-15 02:13:00
SHP-202312752,TRK112978875852,ORD-1908439,CUST-330916,Christina Hoffmann,Same Day,DPD,Returned,Hamburg,DE,Dresden,GERMANY,38.48,142x55x61,3616.94,62.03,22.39,2022-06-07,2023-06-26,20 Nov 2025,WH-HAM,DRV-1785,810,1,False,4.0,Incorrect Address,True,False,0.0,65.92,True,2023-06-18 21:01:00
SHP-202312753,TRK453712380586,ORD-6003065,CUST-761038,Michael Agyeman,Standard,Hermes,Lost,Frankfurt,Deutschland,Zurich,CZ,30.96,98x66x64,2442.11,71.74,0.0,08/01/2022,01 Jun 2023,2023-12-20,WH-CGN,DRV-8303,29,1,True,2.0,Traffic,False,False,0.0,50.86,False,2023-02-01 23:25:00
SHP-202312754,TRK747358991783,ORD-3395190,CUST-969020,Mia Fischer,Standard,Deutsche Post,In Transit,Dortmund,DE,Dusseldorf,Czech Republic,48.31,105x24x25,149.53,30.96,0.0,2024-06-01,2025-11-17,2023-11-17,WH-MUC,DRV-1567,397,3,False,3.0,Traffic,False,True,271.18,2.52,True,2023-05-09 05:57:00
SHP-202312755,TRK520762481535,ORD-8271302,CUST-768179,Hanna Sowah,Same Day,DHL,Delivered,Cologne,GERMANY,Berlin,Germany,27.48,89x56x36,3493.74,49.08,17.3,2025-01-20,2024-05-13,2023-03-12,WH-CGN,DRV-7312,815,3,True,4.0,Incorrect Address,False,False,0.0,55.77,True,2023-08-10 15:12:00
SHP-202312756,TRK816284362386,ORD-1334668,CUST-678937,Mia Schmidt,International,DB Schenker,Attempted,Leipzig,Germany,Prague,NL,36.29,137x29x19,4562.62,78.18,24.05,2024-06-21,03 Jun 2022,2022-03-03,WH-DRS,DRV-9272,849,2,True,1.0,Strike,False,False,0.0,84.75,False,2023-10-21 04:20:00
SHP-202312757,TRK277824802078,ORD-2039801,CUST-300870,Lisa Agyeman,Standard,FedEx,Out for Delivery,Leipzig,Deutschland,Dusseldorf,France,38.13,13x81x7,3226.39,60.64,18.87,26-05-2025,20-07-2023,2024-04-20,WH-DRS,DRV-1765,496,4,False,2.0,Weather,True,False,0.0,86.26,True,2023-09-08 04:47:00
SHP-202312758,TRK709687024217,ORD-7173654,CUST-774888,Thomas Bauer,Freight,FedEx,Delivered,Dusseldorf,GERMANY,Vienna,NL,21.92,71x76x47,2091.33,16.23,0.0,2022-02-14,2023-09-26,12-04-2025,WH-CGN,DRV-3975,645,2,False,,Recipient Not Available,False,True,0.0,9.43,False,2023-01-23 23:24:00
SHP-202312759,TRK223940190614,ORD-1632298,CUST-420294,Lisa Schulz,Express,DPD,Returned,Duisburg,Deutschland,Nuremberg,GERMANY,32.67,140x73x42,1427.14,61.89,0.0,2022-07-12,2025-07-28,2024-09-07,WH-DRS,DRV-5816,311,1,False,,Recipient Not Available,True,False,0.0,25.62,False,2023-06-13 14:16:00
SHP-202312760,TRK830637542441,ORD-5078427,CUST-997614,Max Weber,Same Day,DPD,Delivered,Essen,DE,Frankfurt,CH,47.17,88x85x42,4440.29,77.13,0.0,2024-01-04,2024-08-09,2024-05-12,WH-DRS,DRV-2659,45,3,False,4.0,,False,False,0.0,89.76,False,2023-11-05 18:43:00
SHP-202312761,TRK188627057913,ORD-4543155,CUST-121121,Felix Fischer,Standard,UPS,Out for Delivery,Stuttgart,Germany,Vienna,Netherlands,43.82,126x51x55,3010.5,17.54,23.28,24/02/2023,20-11-2023,2024-08-10,WH-HAM,DRV-2651,1412,5,True,3.0,Recipient Not Available,False,False,0.0,34.88,True,2023-01-13 22:38:00
SHP-202312762,TRK994649538419,ORD-5488892,CUST-724765,Hanna Wolf,Express,DHL,In Transit,Hanover,Deutschland,Frankfurt,GERMANY,32.13,19x76x19,4634.11,89.64,3.82,09/01/2024,2025-02-22,2023-03-25,WH-DRS,DRV-2649,108,4,False,1.0,Incorrect Address,True,False,0.0,56.46,False,2023-06-12 22:29:00
SHP-202312763,TRK625781004980,ORD-2927333,CUST-424514,Michael Weber,Standard,DB Schenker,In Transit,Dresden,DE,Essen,CH,13.39,141x40x56,4523.58,11.21,11.77,2022-11-29,2022-07-07,2024-07-04,WH-FRA,DRV-6116,817,5,False,4.0,Recipient Not Available,True,True,0.0,57.59,True,2023-02-02 09:51:00
SHP-202312764,TRK786185158826,ORD-2705388,CUST-936831,Daniel Weber,Same Day,Amazon Logistics,DELIVERED,Cologne,Deutschland,Prague,Netherlands,23.5,29x61x23,3644.17,40.38,0.0,2022-12-09,02/05/2023,10/03/2024,WH-BER,DRV-8060,886,2,True,1.0,Weather,True,True,2593.91,29.87,True,2023-01-22 21:47:00
SHP-202312765,TRK235527961472,ORD-5426397,CUST-441387,Thomas Becker,Standard,DHL,In Transit,Hanover,Deutschland,Prague,DE,1.55,86x42x39,1654.7,42.24,0.06,2024-03-19,2025-10-19,2025-12-15,WH-CGN,DRV-8921,549,5,False,1.0,Vehicle Breakdown,True,False,0.0,30.71,False,2023-01-12 20:07:00
SHP-202312766,TRK353426525085,ORD-2810825,CUST-963843,Emma Weber,International,Deutsche Post,In Transit,Hanover,Deutschland,Stuttgart,PL,25.97,43x20x46,1272.32,54.98,4.99,23-02-2023,2024-11-18,2022-12-26,WH-DRS,DRV-5497,1497,4,False,,Strike,True,False,0.0,45.1,False,2023-03-01 20:21:00
SHP-202312767,TRK647146698332,ORD-6490802,CUST-851904,Sophie Muller,Economy,DHL,Returned,Berlin,Deutschland,Frankfurt,AT,10.66,20x70x24,1092.86,38.47,0.0,2023-03-10,2023-07-08,22 Mar 2023,WH-DRS,DRV-2498,790,3,True,,Traffic,True,False,0.0,32.85,True,2023-01-11 18:08:00
SHP-202312768,TRK974605232536,ORD-3903725,CUST-940064,Felix Becker,Freight,DPD,In Transit,Cologne,GERMANY,Berlin,FR,7.82,62x97x21,2886.45,33.82,0.0,2022-01-25,2022-12-14,2022-05-05,WH-DRS,DRV-6818,1399,2,True,,Recipient Not Available,False,False,0.0,18.45,True,2023-01-17 17:38:00
