event_id,ticket_id,order_id,customer_id,customer_name,customer_email,sport,event_type,event_name,venue_name,venue_city,event_date,event_time,section,row,seat_number,ticket_type,face_value_eur,service_fee_eur,total_price_eur,discount_applied_eur,final_price_eur,payment_method,payment_status,purchase_date,ticket_scanned,attendance_status,merchandise_amount_eur,food_beverage_amount_eur,total_spend_eur,customer_satisfaction_score,nps_score,complaint_filed,notes,created_at,updated_at
EVT-202305219,TKT-443328397,ORD-74137343,CUST-105424,Felix Osei,fan50649@gmail.com,Football,Concert,Concert Tour 2024,SAP Arena,Cologne,14-05-2025,21:45:00,Orchestra,P33,35,standard,375.35,42.77,418.12,24.61,393.51,cash,Cancelled,2024-08-01,False,,260.59,81.53,735.63,5.0,-29.0,False,,2023-12-04 16:45:39,2025-07-08 17:13:03
EVT-202305220,TKT-880720904,ORD-87145866,CUST-470157,Hanna Sowah,fan92351@example.com,Basketball,Show,Comedy Show 2024,Volksparkstadion,Hamburg,2022-02-14,18:45:00,Block D,K6,2,Group,117.39,18.12,135.51,0.0,135.51,cash,refunded,2024-11-04,True,,25.14,39.65,200.3,5.0,,True,Family,2023-06-24 17:37:39,2025-04-14 05:33:28
EVT-202305221,TKT-966878665,ORD-72978834,CUST-143047,Paul Weber,fan53602@outlook.com,Skiing,Playoff,Theater 2024,O2 World Hamburg,Cologne,2025-01-03,15:00:00,West,K32,33,Premium,304.67,31.78,336.45,0.0,336.45,Bank Transfer,Cancelled,2025-01-09,True,Late Arrival,178.64,76.85,591.94,1.0,74.0,False,,2023-06-07 22:41:48,2025-12-23 01:15:13
EVT-202305222,TKT-171953537,ORD-98594090,CUST-686393,Felix Weber,fan82061@web.de,Football,Show,Concert Tour 2024,Olympiastadion Berlin,Munich,07/08/2024,11:45:00,Gegengerade,K17,31,vip,209.55,46.58,256.13,8.25,247.88,credit_card,Pending,2023-11-29,True,Unknown,14.35,86.71,348.94,,88.0,True,Corporate,2023-12-23 20:21:32,2025-05-04 09:38:08
EVT-202305223,TKT-193445007,ORD-90640484,CUST-761268,Felix Hoffmann,fan81104@example.com,Swimming,Championship,Music Festival 2024,Lanxess Arena,Dusseldorf,2024-01-13,15:45:00,Block B,R17,32,Box,250.42,9.65,260.07,0.0,260.07,Cash,paid,2022/07/16,,No-Show,145.65,12.49,418.21,,,False,Corporate,2023-12-03 19:36:16,2025-07-07 04:35:22
EVT-202305224,TKT-516718295,ORD-96075491,CUST-321044,Felix Sowah,fan37718@gmail.com,Athletics,League Game,Concert Tour 2024,Volksparkstadion,Cologne,2024-05-24,22:30:00,Sud,V50,1,box,348.36,13.58,361.94,0.0,361.94,paypal,refunded,23-08-2022,False,Unknown,1.01,81.51,444.46,4.0,Unknown,False,Corporate,2023-02-15 23:57:20,2025-03-07 21:15:54
EVT-202305225,TKT-697391512,ORD-81758455,CUST-845294,Thomas Fischer,fan71956@gmail.com,Volleyball,Friendly,Theater 2024,Olympiastadion Berlin,Cologne,2024/11/01,14:00:00,Ost,A7,35,Senior,380.03,7.01,387.04,0.0,387.04,Debit Card,cancelled,2025-04-06,True,Late Arrival,168.08,43.3,598.42,3.0,37.0,True,Corporate,2023-07-05 11:03:10,2025-09-25 02:50:44
EVT-202305226,TKT-526656677,ORD-38048221,CUST-994937,Sophie Schneider,fan68870@web.de,Basketball,League Game,Music Festival 2024,O2 World Hamburg,Cologne,09/09/2024,16:15:00,Ost,B37,8,Season Ticket,229.42,23.1,252.52,0.0,252.52,cash,refunded,2024-02-22,False,attended,6.7,17.19,276.41,,87.0,False,Corporate,2023-01-15 19:05:14,2025-06-16 12:51:08
EVT-202305227,TKT-692763677,ORD-62338563,CUST-834220,Sabine Fischer,fan87117@yahoo.com,Skiing,Final,DFB Pokal 2024,Commerzbank-Arena,Dortmund,2024-12-04,16:15:00,Block D,X42,3,senior,186.2,34.22,220.42,43.36,177.06,paypal,refunded,2023-01-26,False,Attended,261.77,21.18,460.01,5.0,,False,Group booking,2023-05-09 07:52:23,2025-08-21 21:10:14
EVT-202305228,TKT-450175988,ORD-69536044,CUST-398994,Anna Schmidt,fan18047@yahoo.com,Handball,Festival,Comedy Show 2024,Mercedes-Benz Arena Stuttgart,Leipzig,2022-12-16,16:15:00,Gegengerade,M19,29,family,498.3,37.54,535.84,0.0,535.84,PayPal,Failed,2023-03-24,False,late_arrival,53.18,37.0,626.02,,20.0,False,Family,2023-05-23 16:03:28,2025-04-24 18:45:17
EVT-202305229,TKT-396568375,ORD-68324110,CUST-464780,Petra Becker,fan80391@outlook.com,Swimming,League Game,Comedy Show 2024,Lanxess Arena,Leipzig,2022-07-28,16:00:00,Block B,M1,37,season_ticket,494.09,5.05,499.14,61.74,437.4,Debit Card,cancelled,2024-01-14,,no_show,133.21,3.37,573.98,2.0,71.0,True,Corporate,2023-06-04 10:44:12,2025-04-10 21:35:24
EVT-202305230,TKT-658010933,ORD-12129911,CUST-159607,Michael Hoffmann,fan40315@yahoo.com,Basketball,Concert,Comedy Show 2024,O2 World Hamburg,Cologne,10-12-2025,16:15:00,Ost,H25,22,box,39.16,23.54,62.7,42.86,19.84,debit_card,Paid,2024-05-28,,Unknown,45.03,7.58,72.45,1.0,98.0,False,VIP experience,2023-12-27 15:36:48,2025-03-13 18:31:52
EVT-202305231,TKT-591942526,ORD-72954347,CUST-305497,Lukas Muller,fan30797@example.com,Athletics,Festival,FC Bayern 2024,Volksparkstadion,Munich,2025-07-13,10:15:00,Block A,A30,6,senior,204.7,47.37,252.07,0.0,252.07,invoice,Cancelled,2022-04-08,True,,251.77,39.19,543.03,2.0,63.0,True,-,2023-03-10 21:39:56,2025-09-14 06:10:24
EVT-202305232,TKT-113275526,ORD-51860223,CUST-997143,Max Meyer,fan30685@yahoo.com,Cycling,Festival,Music Festival 2024,Allianz Arena,Dortmund,2024-09-10,15:00:00,Nord,Z16,4,Season Ticket,67.69,17.72,85.41,73.19,12.22,Invoice,paid,2024-08-08,False,no_show,37.37,10.17,59.76,NULL,,False,,2023-11-19 09:40:59,2025-09-19 20:04:18
EVT-202305233,TKT-944552318,ORD-93984686,CUST-974218,Sabine Hoffmann,fan49340@example.com,Cycling,Tournament,Champions League 2024,Signal Iduna Park,Dortmund,2025/01/25,14:15:00,Orchestra,H41,4,Box,484.9,7.91,492.81,0.0,492.81,debit_card,Paid,2025-01-04,False,Unknown,256.37,13.42,762.6,,20.0,True,Season ticket holder,2023-04-17 15:29:46,2025-09-11 02:08:13
EVT-202305234,TKT-852061786,ORD-23382179,CUST-573763,Max Fischer,fan69297@gmail.com,Volleyball,Playoff,DFB Pokal 2024,Signal Iduna Park,Dresden,2023-04-01,22:45:00,Orchestra,D48,32,senior,424.68,26.11,450.79,71.41,379.38,debit_card,pending,18/04/2023,,Late Arrival,36.51,61.1,476.99,,49.0,True,,2023-11-12 07:43:59,2025-06-11 22:18:04
EVT-202305235,TKT-769003354,ORD-15417187,CUST-950121,Michael Schmidt,-,Skiing,Championship,RB Leipzig 2024,Red Bull Arena,Dusseldorf,2022/09/24,21:15:00,Block B,U12,40,VIP,111.47,47.3,158.77,0.0,158.77,Bank Transfer,Cancelled,2024-03-15,,,291.87,14.57,465.21,,42.0,False,Regular attendee,2023-02-15 05:02:29,2025-07-17 15:19:47
EVT-202305236,TKT-730905018,ORD-59522558,CUST-344432,Felix Osei,fan38765@example.com,Cycling,Tournament,Theater 2024,Mercedes-Benz Arena Stuttgart,Stuttgart,2023-07-09,12:45:00,Orchestra,V35,3,VIP,218.03,41.52,259.55,0.0,259.55,credit_card,pending,11/01/2024,True,early_departure,42.88,30.16,332.59,2.0,83.0,False,Family,2023-07-16 02:26:47,2025-08-16 07:39:00
EVT-202305237,TKT-661096687,ORD-88736156,CUST-491159,Max Becker,fan53209@outlook.com,Tennis,Show,Theater 2024,Veltins-Arena,Dusseldorf,2023-02-19,13:30:00,Gegengerade,S29,14,VIP,155.15,11.82,166.97,0.0,166.97,PayPal,paid,2024-07-06,False,attended,219.91,15.15,402.03,2.0,,True,Family,2023-12-13 08:24:52,2025-03-26 23:22:59
EVT-202305238,TKT-939328588,ORD-39315589,CUST-112965,Andreas Schulz,fan13321@outlook.com,Ice Hockey,Championship,FC Bayern 2024,Allianz Arena,Dortmund,2024-12-06,17:30:00,Orchestra,G29,17,student,489.49,42.38,531.87,65.03,466.84,Debit Card,failed,2025-10-19,True,late_arrival,9.79,29.03,505.66,5.0,-14.0,True,Group booking,2023-09-13 12:07:30,2025-06-05 23:03:13
EVT-202305239,TKT-550535448,ORD-91234500,CUST-737633,Hanna Schulz,fan48230@gmail.com,Football,Concert,RB Leipzig 2024,Commerzbank-Arena,Munich,2022/05/26,17:00:00,Haupttribune,S25,20,box,484.81,4.41,489.22,0.0,489.22,cash,Paid,27 Jan 2023,,Late Arrival,49.2,22.84,561.26,,,True,First time,2023-03-06 23:36:35,2025-05-24 04:18:34
EVT-202305240,TKT-220816186,ORD-46586986,CUST-288381,Sophie Schmidt,fan29630@outlook.com,Athletics,Festival,National Team 2024,Volksparkstadion,Munich,2023-01-14,12:15:00,Balcony,A19,26,premium,403.75,35.21,438.96,0.0,438.96,debit_card,Failed,2022-07-21,False,,209.02,36.61,684.59,1.0,93.0,False,Group booking,2023-02-05 01:13:23,2025-11-21 04:55:30
EVT-202305241,TKT-545004139,ORD-81871634,CUST-783782,Leon Osei,fan61769@outlook.com,Handball,Show,BVB 2024,Signal Iduna Park,Berlin,2025-02-15,21:30:00,Orchestra,F25,15,Box,261.32,47.66,308.98,0.0,308.98,invoice,paid,17 Aug 2024,True,late_arrival,218.31,19.4,546.69,4.0,,True,Family,2023-07-11 14:32:21,2025-07-14 00:06:12
EVT-202305242,TKT-260677223,ORD-23875009,CUST-502644,Felix Wagner,fan37511@example.com,Handball,Playoff,DFB Pokal 2024,Mercedes-Benz Arena Stuttgart,Dusseldorf,2022-12-25,20:45:00,Block D,A3,25,Family,376.53,11.63,388.16,67.07,321.09,paypal,failed,2024-05-03,,,264.74,30.93,616.76,NULL,,False,,2023-11-12 14:33:00,2025-11-28 12:10:41
EVT-202305243,TKT-259128258,ORD-52474410,CUST-916102,Emma Sowah,fan29152@outlook.com,Football,Friendly,FC Bayern 2024,BayArena,Frankfurt,04/20/2023,12:15:00,Block B,B47,48,Family,239.88,19.27,259.15,68.55,190.6,debit_card,failed,15-01-2025,,no_show,225.49,1.28,417.37,2.0,,True,Group booking,2023-07-02 21:35:19,2025-03-25 11:11:22
EVT-202305244,TKT-708375597,ORD-10596181,CUST-695889,Paul Schmidt,fan97217@outlook.com,Skiing,Match,Champions League 2024,Mercedes-Benz Arena,Dusseldorf,2025-07-16,21:30:00,Block D,M50,40,Student,416.83,7.53,424.36,0.0,424.36,Cash,cancelled,2022-01-06,,,10.08,96.97,531.41,1.0,64.0,True,VIP experience,2023-06-16 16:03:11,2025-04-09 07:53:41
EVT-202305245,TKT-731289471,ORD-47680474,CUST-280927,Felix Wagner,fan72566@example.com,Athletics,Concert,Bundesliga 2024,Volksparkstadion,Dresden,2024-11-29,10:45:00,Block C,X18,29,VIP,356.41,46.56,402.97,87.13,315.84,paypal,PAID,2025-07-18,False,Attended,43.79,74.26,433.89,5.0,,False,Group booking,2023-01-28 19:25:03,2025-07-04 08:11:55
EVT-202305246,TKT-725644753,ORD-40854702,CUST-459634,Christina Hoffmann,fan72739@example.com,Volleyball,Festival,Theater 2024,Commerzbank-Arena,Berlin,2025-08-27,21:00:00,Floor,R15,47,group,426.99,11.47,438.46,54.83,383.63,Bank Transfer,PAID,2024-01-07,,no_show,184.35,48.77,616.75,3.0,,True,,2023-12-02 12:48:09,2025-06-18 07:43:53
EVT-202305247,TKT-914301516,ORD-86477332,CUST-831284,Felix Schulz,fan80107@outlook.com,Ice Hockey,Playoff,Music Festival 2024,Commerzbank-Arena,Dusseldorf,2022/05/18,12:15:00,Block A,M50,32,Season Ticket,394.83,41.88,436.71,34.44,402.27,Cash,Paid,31 Dec 2025,,no_show,152.07,7.17,561.51,,-81.0,False,Corporate,2023-03-03 03:55:16,2025-03-17 19:05:06
EVT-202305248,TKT-207593219,ORD-17472546,CUST-820543,Max Wagner,fan58442@gmail.com,Football,Concert,BVB 2024,Veltins-Arena,Stuttgart,2023-08-26,20:00:00,Sud,Z24,20,Standard,29.93,19.59,49.52,86.02,0.0,Cash,PAID,2022-02-07,False,early_departure,118.33,25.02,143.35,5.0,-14.0,True,,2023-11-10 00:37:56,2025-09-11 06:19:48
EVT-202305249,TKT-213424523,ORD-41726644,CUST-857965,Paul Hoffmann,fan60192@web.de,Basketball,Final,National Team 2024,Red Bull Arena,Dresden,2025/08/11,10:00:00,Block D,Z2,32,VIP,437.59,20.06,457.65,0.0,457.65,bank_transfer,Paid,22 Sep 2022,False,Late Arrival,18.15,9.96,485.76,,-31.0,True,Group booking,2023-01-19 21:22:18,2025-02-16 21:00:18
EVT-202305250,TKT-704177085,ORD-55768263,CUST-993604,Anna Schmidt,fan14154@example.com,Handball,Concert,Champions League 2024,Lanxess Arena,Leipzig,2025-04-03,15:00:00,Block B,D37,22,Box,145.4,27.63,173.03,0.0,173.03,Bank Transfer,Pending,2024-08-22,,early_departure,244.28,19.29,436.6,4.0,,False,Regular attendee,2023-02-07 07:01:20,2025-04-14 03:40:24
EVT-202305251,TKT-937029745,ORD-68203606,CUST-777786,Petra Mensah,fan21460@example.com,Volleyball,Match,National Team 2024,Commerzbank-Arena,Munich,2025/06/24,20:00:00,Floor,E26,5,senior,159.29,32.97,192.26,0.0,192.26,Cash,paid,2024-03-30,,late_arrival,292.9,18.24,503.4,2.0,,False,First time,2023-10-12 23:44:33,2025-10-08 05:30:02
EVT-202305252,TKT-208437656,ORD-13411363,CUST-269847,Petra Schneider,fan50033@yahoo.com,Ice Hockey,League Game,DFB Pokal 2024,O2 World Hamburg,Berlin,2022-09-06,13:00:00,Block B,L24,47,Standard,352.6,13.54,366.14,94.73,271.41,cash,Failed,2023-08-06,True,Early Departure,153.49,79.53,504.43,1.0,77.0,True,Group booking,2023-10-02 08:14:49,2025-04-22 07:58:42
EVT-202305253,TKT-943687944,ORD-27900332,CUST-546574,Thomas Wagner,fan12895@gmail.com,Skiing,Festival,National Team 2024,Volksparkstadion,Leipzig,2022/03/20,19:30:00,Ost,G15,4,standard,345.78,45.32,391.1,0.0,391.1,cash,Pending,08/29/2023,,late_arrival,139.74,29.51,560.35,3.0,-94.0,False,Group booking,2023-12-24 07:32:38,2025-04-17 22:20:17
EVT-202305254,TKT-407189861,ORD-81234581,CUST-171223,Sophie Hoffmann,fan14716@example.com,Basketball,Final,Bundesliga 2024,Commerzbank-Arena,Frankfurt,2025-06-29,12:15:00,Haupttribune,R23,29,Group,304.71,21.73,326.44,0.0,326.44,Debit Card,pending,2024-04-10,False,Late Arrival,190.25,97.17,613.86,3.0,92.0,True,,2023-05-16 11:19:18,2025-02-22 10:39:50
EVT-202305255,TKT-675132064,ORD-57723081,CUST-594628,Christina Wagner,fan13559@yahoo.com,Swimming,Concert,RB Leipzig 2024,SAP Arena,Stuttgart,2022-08-12,15:00:00,Orchestra,X37,9,standard,221.9,17.14,239.04,0.0,239.04,invoice,Failed,2024-11-14,,,3.4,59.29,301.73,,49.0,True,Group booking,2023-08-26 13:29:00,2025-11-28 09:49:59
EVT-202305256,TKT-469226717,ORD-84026266,CUST-489554,Christina Weber,fan83874@gmx.de,Cycling,Friendly,Bundesliga 2024,Mercedes-Benz Arena Stuttgart,Leipzig,2022-02-14,17:00:00,Block A,R16,34,Standard,181.87,44.57,226.44,0.0,226.44,Bank Transfer,Refunded,2024-07-08,,unknown,10.96,45.23,282.63,,,False,Corporate,2023-09-19 10:22:41,2025-07-11 10:02:09
EVT-202305257,TKT-541189818,ORD-94915983,CUST-187699,Petra Weber,fan46517@gmx.de,Basketball,Match,Comedy Show 2024,Olympiastadion Berlin,Dusseldorf,2022-01-17,17:45:00,Orchestra,C12,31,group,492.65,48.69,541.34,0.0,541.34,Credit Card,Paid,2024-02-15,,Attended,48.79,92.61,682.74,3.0,-60.0,True,Corporate,2023-05-17 01:44:30,2025-01-18 13:50:44
EVT-202305258,TKT-383614547,ORD-65004419,CUST-484308,Lukas Schneider,fan55459@example.com,Athletics,Friendly,FC Bayern 2024,Lanxess Arena,Munich,2022-03-03,11:15:00,Circle,P15,41,senior,412.64,28.76,441.4,0.0,441.4,invoice,refunded,03/10/2024,False,,222.49,81.73,745.62,1.0,,True,Family,2023-02-04 09:17:22,2025-01-13 08:50:43
EVT-202305259,TKT-511289794,ORD-93077045,CUST-989490,Paul Fischer,fan36146@gmail.com,Tennis,Final,RB Leipzig 2024,Volksparkstadion,Dusseldorf,2023/04/10,22:30:00,Block B,V10,50,Family,236.5,11.36,247.86,0.0,247.86,Bank Transfer,refunded,2023-11-27,False,early_departure,152.07,95.09,495.02,,76.0,False,Corporate,2023-02-06 05:26:43,2025-07-20 19:28:50
EVT-202305260,TKT-803072911,ORD-94922909,CUST-367861,Paul Becker,fan11159@web.de,Skiing,League Game,Music Festival 2024,BayArena,Hamburg,15 Aug 2025,17:45:00,Balcony,V4,39,Box,451.12,5.55,456.67,15.97,440.7,debit_card,refunded,2025-01-21,True,,152.67,45.27,638.64,2.0,Unknown,True,Family,2023-07-04 22:40:26,2025-07-24 08:44:05
EVT-202305261,TKT-621392697,ORD-61414361,CUST-191083,Anna Meyer,fan44910@example.com,Handball,Championship,Comedy Show 2024,Lanxess Arena,Cologne,2024-07-29,19:15:00,Block B,M47,46,standard,162.33,44.91,207.24,0.0,207.24,invoice,failed,2023-08-26,,Late Arrival,178.71,60.29,446.24,,-38.0,True,VIP experience,2023-06-06 11:29:36,2025-09-13 05:15:22
EVT-202305262,TKT-714205272,ORD-67114327,CUST-648553,Petra Fischer,fan61106@outlook.com,Volleyball,Concert,BVB 2024,Lanxess Arena,Hamburg,2025-05-03,16:30:00,Sud,D32,48,group,329.58,29.86,359.44,0.0,359.44,Debit Card,Pending,13-02-2024,,Unknown,16.29,39.67,415.4,,,True,First time,2023-07-01 09:15:08,2025-10-27 01:55:05
EVT-202305263,TKT-753868135,ORD-12023781,CUST-670515,Andreas Wagner,fan53788@example.com,Athletics,League Game,DFB Pokal 2024,Volksparkstadion,Stuttgart,2025-01-25,15:00:00,Block B,G3,9,vip,456.84,42.92,499.76,0.0,499.76,bank_transfer,paid,2022-10-25,True,early_departure,82.48,64.62,646.86,,61.0,False,,2023-04-07 08:06:05,2025-12-18 14:37:51
EVT-202305264,TKT-607929943,ORD-92866241,CUST-782479,Sophie Meyer,fan57549@example.com,Basketball,Festival,Concert Tour 2024,Mercedes-Benz Arena Stuttgart,Berlin,2025-12-17,10:45:00,Haupttribune,N42,22,VIP,304.84,21.81,326.65,0.0,326.65,Cash,Pending,2024-08-17,,unknown,7.13,94.73,428.51,4.0,-70.0,True,Season ticket holder,2023-04-19 11:52:56,2025-01-10 14:36:13
EVT-202305265,TKT-140228456,ORD-66256527,CUST-242547,Christina Becker,fan81613@web.de,Football,Tournament,Music Festival 2024,BayArena,Berlin,03/02/2022,21:15:00,Balcony,N2,35,Student,34.17,4.28,38.45,25.2,13.25,invoice,failed,2023-02-24,True,,74.03,67.18,154.46,,,False,Corporate,2023-02-09 07:11:24,2025-11-07 09:51:52
EVT-202305266,TKT-284898049,ORD-38384236,CUST-845448,Andreas Osei,fan70970@gmail.com,Swimming,Playoff,Champions League 2024,Mercedes-Benz Arena,Dortmund,2024-05-06,14:00:00,West,C43,24,Standard,154.36,39.95,194.31,0.0,194.31,debit_card,pending,2022-01-19,False,late_arrival,144.33,57.52,396.16,4.0,-47.0,True,Season ticket holder,2023-08-07 18:54:41,2025-07-26 02:41:33
EVT-202305267,TKT-395723682,ORD-57946109,CUST-286397,Leon Fischer,fan48278@yahoo.com,Football,Match,Music Festival 2024,Veltins-Arena,Cologne,2022-09-19,12:30:00,West,F8,45,season_ticket,171.56,48.99,220.55,0.0,220.55,PayPal,PAID,2024-01-18,False,Late Arrival,202.38,44.52,467.45,5.0,-57.0,False,Season ticket holder,2023-12-24 19:36:21,2025-12-07 20:45:03
EVT-202305268,TKT-532689999,ORD-51238955,CUST-820625,Anna Meyer,fan38165@example.com,Handball,Friendly,Bundesliga 2024,Commerzbank-Arena,Frankfurt,2022-06-04,21:00:00,Block D,H42,10,VIP,83.78,13.63,97.41,0.0,97.41,Debit Card,Paid,2022-01-05,True,Unknown,231.18,83.62,412.21,2.0,10.0,True,,2023-07-20 03:48:32,2025-07-18 16:31:15
EVT-202305269,TKT-254460628,ORD-72814294,CUST-631907,Anna Fischer,fan43895@web.de,Swimming,Tournament,Music Festival 2024,Mercedes-Benz Arena Stuttgart,Munich,03-12-2023,15:00:00,Balcony,J47,34,student,313.04,43.96,357.0,0.0,357.0,credit_card,pending,05-03-2022,True,,281.34,32.49,670.83,,,True,,2023-01-03 09:37:32,2025-12-15 20:46:56
EVT-202305270,TKT-763834967,ORD-62720160,CUST-573487,Anna Meyer,fan54226@example.com,Cycling,Final,Bundesliga 2024,Commerzbank-Arena,Hamburg,15-07-2022,12:15:00,Nord,Z28,21,student,136.3,4.9,141.2,0.0,141.2,PayPal,cancelled,2025-06-23,,no_show,118.12,8.25,267.57,,,False,Regular attendee,2023-06-07 08:45:02,2025-02-03 23:30:48
EVT-202305271,TKT-753538609,ORD-12293930,CUST-133553,Emma Muller,fan74514@example.com,Athletics,Concert,Theater 2024,Lanxess Arena,Stuttgart,2022-04-19,10:45:00,Haupttribune,Y31,27,Family,200.16,9.61,209.77,0.0,209.77,Cash,PAID,15-05-2024,,,294.3,19.61,523.68,,-72.0,False,Group booking,2023-02-05 20:28:41,2025-07-04 02:11:01
EVT-202305272,TKT-831017246,ORD-75252581,CUST-157747,Anna Osei,fan63222@yahoo.com,Cycling,Show,Music Festival 2024,Mercedes-Benz Arena,Frankfurt,13-12-2023,18:00:00,Block D,U35,23,senior,284.72,15.32,300.04,-,300.04,PayPal,refunded,2023-10-10,True,late_arrival,182.2,52.89,535.13,,,True,Family,2023-03-20 07:32:02,2025-11-17 21:19:53
EVT-202305273,TKT-844813102,ORD-53842673,CUST-249724,Anna Schmidt,fan51807@outlook.com,Cycling,League Game,Comedy Show 2024,Red Bull Arena,Dortmund,2025/12/14,20:45:00,Block B,C18,19,vip,309.06,36.63,345.69,76.95,268.74,invoice,pending,2025-04-14,False,unknown,192.62,78.27,539.63,,,True,Group booking,2023-09-18 18:46:08,2025-08-17 08:09:29
EVT-202305274,TKT-531343461,ORD-20990767,CUST-171108,Max Osei,fan17776@gmx.de,Ice Hockey,Concert,FC Bayern 2024,Allianz Arena,Stuttgart,24-11-2024,14:00:00,Nord,W2,39,Family,445.62,3.15,448.77,69.65,379.12,credit_card,PAID,2024-06-28,True,No-Show,189.78,69.25,638.15,2.0,-23.0,False,Season ticket holder,2023-04-27 14:47:21,2025-11-18 05:20:42
EVT-202305275,TKT-141642429,ORD-33006680,CUST-328266,Mia Meyer,fan41350@gmx.de,Skiing,Final,Concert Tour 2024,Red Bull Arena,Hamburg,2025-10-17,18:45:00,West,K38,19,student,431.43,17.34,448.77,27.96,420.81,bank_transfer,Pending,25 Jan 2024,True,,26.17,44.56,491.54,2.0,-53.0,True,Corporate,2023-01-03 09:48:14,2025-10-08 01:42:10
EVT-202305276,TKT-524979220,ORD-21686682,CUST-550132,Felix Schneider,fan29952@example.com,Volleyball,League Game,Bundesliga 2024,Commerzbank-Arena,Hamburg,2025-08-28,14:00:00,Sud,T39,26,box,181.11,4.09,185.2,0.0,185.2,Bank Transfer,refunded,16 Aug 2023,True,Early Departure,35.5,0.34,221.04,,,False,,2023-07-27 05:47:42,2025-11-27 01:46:43
EVT-202305277,TKT-455939049,ORD-17642419,CUST-886772,Petra Schulz,fan42008@yahoo.com,Volleyball,Playoff,Champions League 2024,SAP Arena,Dresden,2024-02-22,12:30:00,Block B,A34,49,VIP,345.22,5.17,350.39,0.0,350.39,PayPal,cancelled,2022-08-03,True,Attended,2.87,14.76,368.02,1.0,,True,,2023-11-12 15:40:19,2025-10-10 02:30:26
EVT-202305278,TKT-841433502,ORD-21892045,CUST-782873,Emma Fischer,fan39162@outlook.com,Cycling,Concert,BVB 2024,Mercedes-Benz Arena,Berlin,2023-09-30,15:45:00,Circle,J20,28,VIP,228.09,17.28,245.37,0.0,245.37,Credit Card,failed,2024-01-11,True,late_arrival,67.94,90.55,403.86,2.0,,False,Season ticket holder,2023-09-12 00:06:08,2025-07-08 02:00:13
EVT-202305279,TKT-355098831,ORD-77163720,CUST-192199,Sabine Fischer,fan21983@outlook.com,Ice Hockey,League Game,Theater 2024,BayArena,Dusseldorf,2023-08-22,20:30:00,Haupttribune,K29,5,Group,68.73,5.05,73.78,0.0,73.78,debit_card,paid,2023-08-23,True,Early Departure,219.76,66.08,359.62,,,False,Regular attendee,2023-02-13 16:43:28,2025-06-22 01:46:41
EVT-202305280,TKT-152925780,ORD-49052492,CUST-326563,Hanna Schmidt,fan22398@gmail.com,Volleyball,Playoff,RB Leipzig 2024,O2 World Hamburg,Stuttgart,2023-03-26,22:30:00,Ost,G3,37,Group,471.54,40.9,512.44,18.25,494.19,Invoice,cancelled,2025-06-25,True,early_departure,146.21,48.57,688.97,1.0,,True,Family,2023-12-02 21:04:02,2025-01-09 05:16:38
EVT-202305281,TKT-900742774,ORD-27385304,CUST-732015,Christina Mensah,fan55801@outlook.com,Cycling,Show,Bundesliga 2024,Mercedes-Benz Arena,Munich,2024-07-17,16:00:00,Floor,D28,4,student,151.33,34.85,186.18,0.0,186.18,debit_card,pending,2023-11-23,False,attended,197.64,83.3,467.12,,,True,,2023-09-18 18:36:36,2025-08-15 00:58:18
EVT-202305282,TKT-610261646,ORD-62267053,CUST-706679,Christina Mensah,fan49721@gmail.com,Athletics,Friendly,Theater 2024,Commerzbank-Arena,Cologne,28-10-2024,17:00:00,Gegengerade,T45,16,vip,245.83,27.54,273.37,-,273.37,Credit Card,failed,09-02-2024,True,Attended,47.58,24.39,345.34,4.0,,False,Group booking,2023-09-14 07:31:31,2025-10-09 01:14:07
EVT-202305283,TKT-388390253,ORD-32172042,CUST-695649,Sabine Fischer,fan97396@gmx.de,Ice Hockey,League Game,National Team 2024,Veltins-Arena,Hamburg,2025-07-26,17:15:00,Circle,A49,18,vip,34.28,45.63,79.91,0.0,79.91,Invoice,pending,2024-03-06,,unknown,285.24,99.22,464.37,,13.0,False,Regular attendee,2023-07-06 01:38:24,2025-11-15 10:48:18
EVT-202305284,TKT-499905152,ORD-99024690,CUST-922371,Hanna Schmidt,fan50434@yahoo.com,Tennis,Playoff,Theater 2024,Veltins-Arena,Frankfurt,16 Oct 2024,19:15:00,Gegengerade,H41,38,Group,333.89,27.6,361.49,0.0,361.49,Cash,Refunded,2023/07/27,True,attended,65.4,12.02,438.91,5.0,6.0,False,Season ticket holder,2023-12-19 07:53:43,2025-11-03 09:17:41
EVT-202305285,TKT-121724902,ORD-28358026,CUST-278447,Anna Sowah,fan60724@yahoo.com,Cycling,Championship,Comedy Show 2024,Olympiastadion Berlin,Berlin,2024/03/15,20:00:00,Nord,W48,33,vip,393.16,40.08,433.24,0.0,433.24,bank_transfer,refunded,2024/09/03,,no_show,102.22,63.57,599.03,3.0,,True,Corporate,2023-08-13 23:27:57,2025-10-11 13:08:29
EVT-202305286,TKT-462780939,ORD-60961074,CUST-318486,Michael Osei,fan63156@web.de,Swimming,Tournament,Bundesliga 2024,Mercedes-Benz Arena,Cologne,2023-04-15,12:45:00,Block C,B10,28,Premium,476.1,18.56,494.66,0.0,494.66,Bank Transfer,Paid,2022-12-08,False,Late Arrival,50.78,96.19,641.63,,-44.0,False,,2023-09-17 16:43:45,2025-12-14 16:30:17
