student_id,enrollment_id,student_name,date_of_birth,age,gender,grade_level,major,enrollment_date,graduation_date,enrollment_status,gpa,credits_completed,credits_required,attendance_rate_pct,course_id,course_name,instructor_name,course_grade,course_credits,semester,academic_year,tuition_eur,financial_aid_eur,scholarship_eur,loan_amount_eur,payment_status,extracurricular_activities,discipline_incidents,counseling_sessions,career_services_used,internship_completed,job_placement,starting_salary_eur,alumni_donor,created_at
STU-202314284,ENR-736524,Andreas Muller,1997-07-03,27,Non-binary,junior,English,25 May 2025,2025-07-17,On Leave,,88,137,66.51,CRS-6789,Advanced History,Prof. Daniel Wolf,b,3,fall,2024-2025,12958.98,6732.3,4726.19,22870.3,deferred,volunteering,0,17,True,False,employed,94650.42,True,2023-10-15 22:55:00
STU-202314285,ENR-109369,Sarah Wolf,1997-06-17,17,Male,Sophomore,Mathematics,06/11/2021,2022-09-01,suspended,3.75,194,180,80.81,CRS-3915,Applied Psychology,Prof. Felix Osei,Withdrawn,4,summer,2021-2022,2148.83,7970.38,0.0,17489.43,PAID,debate,0,5,True,True,employed,,True,2023-01-10 08:54:00
STU-202314286,ENR-109222,Mia Weber,29 Nov 1995,21,,Senior,History,2020-04-01,02/17/2025,Withdrawn,3.04,101,159,79.09,CRS-4364,Fundamentals of Engineering,Prof. Petra Weber,Incomplete,4,SUMMER,2025-2026,14479.96,12046.24,0.0,0.0,pending,Volunteering,2,9,False,True,Military,38954.75,False,2023-12-22 04:47:00
STU-202314287,ENR-674921,Sarah Klein,11-03-2003,22,Male,12,Economics,2024-10-16,2023-11-04,graduated,3.51,3,168,59.46,CRS-9788,Intermediate Chemistry,Prof. Daniel Muller,Incomplete,6,Summer,2025-2026,14264.67,14699.72,9720.35,45526.41,Deferred,volunteering,3,6,False,True,Unemployed,86402.01,True,2023-08-09 20:17:00
STU-202314288,ENR-285152,Sarah Becker,1996-05-25,24,FEMALE,12,Undeclared,2025-09-18,2024-10-10,Suspended,2.81,6,139,64.92,CRS-4419,Applied Music,Prof. Daniel Sowah,D,4,Spring,2025-2026,12525.06,0.0,8616.96,7579.47,paid,,5,7,False,False,Military,68301.39,False,2023-03-08 13:32:00
STU-202314289,ENR-345729,Michael Osei,2002-04-01,18,M,12,Nursing,2020-11-18,2024-04-27,Graduated,2.5,62,171,65.47,CRS-6086,Principles of Biology,Prof. Anna Wagner,C,3,SUMMER,2024-2025,13008.56,0.0,7808.01,0.0,Deferred,Debate,0,8,False,True,unknown,67103.66,False,2023-06-14 00:58:00
STU-202314290,ENR-730005,Daniel Richter,2006-03-13,23,Female,senior,Business,2020-08-02,17/03/2025,transferred,3.17,96,131,60.79,CRS-7158,Intermediate Music,Prof. Christina Klein,,2,FALL,2024-2025,3486.01,0.0,0.0,21508.17,paid,none,1,16,False,True,EMPLOYED,,False,2023-10-22 14:59:00
STU-202314291,ENR-474029,Max Richter,2004-01-31,14,FEMALE,Senior,Economics,2023-01-12,2024-07-25,Withdrawn,3.33,94,122,78.54,CRS-2969,Advanced History,Prof. Hanna Fischer,c,6,SUMMER,2025-2026,14117.33,0.0,0.0,24822.73,Deferred,Research,1,6,True,False,employed,,False,2023-10-24 08:20:00
STU-202314292,ENR-422297,Leon Weber,2007-05-26,19,male,,Business,2023-10-11,2025-05-25,On Leave,3.11,85,146,74.59,CRS-3610,Fundamentals of History,Prof. Emma Meyer,Withdrawn,6,FALL,2023-2024,5836.33,3374.7,0.0,0.0,Overdue,volunteering,1,5,False,False,military,72775.35,False,2023-04-14 20:03:00
STU-202314293,ENR-349082,Paul Klein,1996-03-18,21,female,9,Music,2021-05-28,02/05/2023,on_leave,1.45,50,125,51.69,CRS-5737,Intermediate Art,Prof. Sabine Schneider,c_plus,6,Spring,2024-2025,1326.57,8546.51,7410.69,0.0,Paid,Volunteering,2,6,True,True,Employed,81816.41,False,2023-02-22 15:55:00
STU-202314294,ENR-274800,Lukas Bauer,1996-07-27,22,female,senior,Business,11/17/2025,2022-09-20,suspended,2.34,62,157,82.97,CRS-2933,Fundamentals of History,Prof. Andreas Fischer,C-,1,SPRING,2020-2021,10472.62,14390.88,2986.58,23761.91,partial,,1,18,False,False,Further Education,71554.78,False,2023-01-10 13:44:00
STU-202314295,ENR-894632,Michael Weber,1995-12-02,26,female,graduate,History,2023-08-19,2025-03-16,graduated,2.84,197,176,81.94,CRS-5411,Applied Music,Prof. Michael Wolf,withdrawn,5,SUMMER,2023-2024,6107.34,771.73,0.0,45228.22,Partial,sports,5,8,True,True,,62666.65,False,2023-04-05 22:56:00
STU-202314296,ENR-821432,Petra Weber,2004-02-28,22,Prefer not to say,sophomore,Economics,2021-03-29,2022-12-27,Active,1.31,138,128,61.72,CRS-4545,Principles of Engineering,Prof. Petra Fischer,D,3,spring,2022-2023,14037.96,9411.66,7401.69,14743.21,partial,none,5,8,False,False,further_education,,False,2023-05-12 12:08:00
STU-202314297,ENR-625445,Max Schulz,2003-11-04,27,non_binary,freshman,undeclared,12-11-2024,2022-04-11,Withdrawn,2.6,182,148,78.1,CRS-7249,Fundamentals of Economics,Prof. Mia Wagner,F,1,summer,2023-2024,6386.17,0.0,0.0,0.0,Partial,Research,1,18,False,False,Unknown,79324.94,False,2023-10-20 22:55:00
STU-202314298,ENR-787842,Mia Becker,2006-08-04,22,Male,senior,History,2022-01-02,2025-01-16,ACTIVE,3.24,133,167,93.46,CRS-8049,Intermediate History,Prof. Lukas Sowah,b_plus,2,fall,2022-2023,10874.76,12732.33,1318.93,10828.72,Overdue,Music,2,7,False,True,military,,False,2023-04-22 06:51:00
STU-202314299,ENR-678988,Paul Schmidt,1999-02-17,16,Non-binary,freshman,Physics,2024-04-27,2024-12-07,Active,1.6,100,123,94.99,CRS-8507,Principles of Biology,Prof. Lukas Hoffmann,incomplete,6,Fall,2024-2025,7429.0,13540.47,0.0,17093.35,Partial,sports,2,0,True,True,,,True,2023-02-01 03:09:00
STU-202314300,ENR-619769,Hanna Sowah,2008-11-28,18,Female,Senior,Nursing,2021-05-19,2024-10-30,on_leave,1.32,132,125,54.78,CRS-5821,Intermediate Art,Prof. Andreas Klein,f,1,Summer,2020-2021,8995.11,13051.37,6155.58,22920.9,partial,N/A,4,1,True,True,Further Education,65306.36,True,2023-11-09 12:20:00
STU-202314301,ENR-801920,Thomas Osei,2002-09-05,16,Male,Graduate,Biology,2023-04-16,2025-09-09,Transferred,3.21,101,157,98.59,CRS-9909,Introduction to Mathematics,Prof. Mia Koch,a,6,SPRING,2024-2025,1019.86,10695.14,4436.76,3294.81,Partial,sports,3,11,True,False,unknown,42220.05,True,2023-11-22 15:04:00
STU-202314302,ENR-887573,Lukas Meyer,1995-06-05,19,MALE,junior,History,2021-08-05,2025-01-17,suspended,3.59,187,176,61.51,CRS-9497,Principles of History,Prof. Felix Muller,c_minus,5,SPRING,2022-2023,3848.99,0.0,0.0,38576.4,overdue,Student Government,0,16,False,False,,54041.16,True,2023-01-27 08:58:00
STU-202314303,ENR-930211,Max Richter,2008-04-18,30,Male,Graduate,,27-06-2020,01 Oct 2022,On Leave,1.71,60,170,59.25,CRS-1260,Intermediate Literature,Prof. Sophie Meyer,D,1,summer,2022-2023,13038.33,0.0,8198.39,32969.16,PAID,student_government,1,18,True,False,military,,False,2023-05-01 10:35:00
STU-202314304,ENR-463002,Hanna Koch,2006-10-24,16,Female,9,Physics,29 Aug 2023,2023-02-27,withdrawn,1.52,37,127,98.26,CRS-8070,Introduction to History,Prof. Anna Schneider,N/A,4,summer,2024-2025,14752.13,3999.81,8388.83,0.0,Pending,Music,1,6,True,True,Unknown,50886.44,True,2023-09-20 05:23:00
STU-202314305,ENR-925339,Max Bauer,2006-05-09,18,M,12,Undeclared,2021-02-26,19/01/2023,active,3.98,98,156,53.61,CRS-3598,Principles of Engineering,Prof. Christina Schmidt,C,1,Fall,2025-2026,4257.9,7514.92,0.0,0.0,overdue,research,2,6,True,True,Military,84747.82,True,2023-01-14 18:45:00
STU-202314306,ENR-253730,Leon Hoffmann,2000-10-10,22,Prefer not to say,,Computer Science,05-04-2024,2025-05-29,transferred,,142,136,65.21,CRS-5344,Advanced Music,Prof. Lukas Wolf,d,3,summer,2024-2025,6442.11,9662.29,5486.76,25865.91,overdue,research,5,17,True,True,Unknown,,True,2023-10-10 03:36:00
STU-202314307,ENR-317896,Lukas Weber,2002-05-06,20,Prefer not to say,12,Engineering,2023-03-21,2023-10-02,transferred,1.71,160,132,66.57,CRS-2221,Advanced Psychology,Prof. Sophie Sowah,B,4,Fall,2022-2023,869.93,6137.17,0.0,0.0,Deferred,debate,0,10,True,False,military,78953.48,False,2023-05-15 03:44:00
STU-202314308,ENR-392857,Hanna Wagner,2005-04-23,20,Prefer not to say,Graduate,,05/19/2021,2024-08-05,ACTIVE,3.64,161,154,92.83,CRS-8716,Applied History,Prof. Leon Becker,C,5,Summer,2020-2021,13293.67,10933.85,416.99,0.0,Deferred,None,0,18,False,True,EMPLOYED,,True,2023-01-27 04:46:00
STU-202314309,ENR-852265,Sophie Muller,14 Jan 2008,16,Male,senior,English,2023-09-27,2022-11-10,graduated,2.45,41,156,52.15,CRS-6740,Introduction to Business,Prof. Hanna Richter,C-,4,summer,2025-2026,14940.46,2868.03,8076.69,9709.68,Paid,debate,4,2,True,True,EMPLOYED,,False,2023-04-02 07:22:00
STU-202314310,ENR-320119,Michael Osei,2010-11-23,30,prefer_not_to_say,freshman,Engineering,2025-10-23,2024-11-10,suspended,3.82,154,137,69.51,CRS-4750,Introduction to Chemistry,Prof. Sarah Osei,c_minus,2,FALL,2023-2024,5367.98,0.0,3462.31,0.0,Pending,N/A,1,5,True,True,Military,79870.4,False,2023-12-02 17:23:00
STU-202314311,ENR-620354,Hanna Meyer,1997-07-22,18,non_binary,11,Economics,13-07-2023,2023-12-11,on_leave,3.84,79,176,51.21,CRS-6877,Introduction to Engineering,Prof. Hanna Schneider,a,1,Summer,2025-2026,3086.55,10812.72,0.0,0.0,paid,debate,3,18,False,False,Unknown,,False,2023-07-21 09:30:00
STU-202314312,ENR-458067,Max Muller,2006-10-07,15,male,Graduate,Nursing,15/03/2021,2024-08-02,Graduated,2.65,174,121,64.62,CRS-1432,Principles of Psychology,Prof. Sophie Schmidt,c_plus,1,fall,2020-2021,12725.81,0.0,0.0,0.0,pending,music,2,6,False,False,EMPLOYED,77561.16,False,2023-07-23 04:36:00
STU-202314313,ENR-824701,Thomas Bauer,26-02-2003,17,female,freshman,Engineering,2021-09-28,2023-10-20,Withdrawn,3.46,17,169,72.58,CRS-4801,Applied Engineering,Prof. Lukas Wolf,A-,2,Fall,2022-2023,11627.88,1238.79,0.0,37897.95,Overdue,sports,0,1,False,True,,,True,2023-06-25 20:12:00
STU-202314314,ENR-925078,Lukas Schneider,2009-11-10,24,M,senior,Computer Science,2022-12-04,2022-04-05,active,1.76,15,129,85.84,CRS-7559,Principles of Mathematics,Prof. Hanna Koch,a_minus,1,fall,2020-2021,12353.05,13935.33,2280.07,10800.39,PAID,sports,5,17,False,True,unemployed,,False,2023-10-17 23:28:00
STU-202314315,ENR-670429,Sabine Sowah,09/18/1995,24,F,,Psychology,2025-05-03,2024-01-01,Transferred,1.8,153,158,53.61,CRS-9934,Advanced Business,Prof. Michael Wolf,D,5,Fall,2024-2025,8040.91,0.0,0.0,23040.93,pending,student_government,4,8,True,False,,59258.62,False,2023-07-19 20:53:00
STU-202314316,ENR-430346,Christina Wolf,30/07/2003,20,MALE,12,Psychology,2024-06-09,2023-06-02,withdrawn,3.07,21,173,71.42,CRS-6922,Applied Chemistry,Prof. Christina Becker,A-,4,Fall,2025-2026,12392.91,5216.0,0.0,28005.43,Overdue,Music,4,13,True,False,NULL,,True,2023-08-10 17:16:00
STU-202314317,ENR-796435,Hanna Hoffmann,12-01-1995,14,female,Freshman,Undeclared,01/18/2024,2025-07-11,Transferred,3.5,93,154,56.22,CRS-6695,Advanced Mathematics,Prof. Lukas Sowah,b_plus,4,summer,2024-2025,1343.84,5329.82,3563.15,43297.35,Paid,,0,15,True,False,Further Education,98463.67,True,2023-09-18 21:34:00
STU-202314318,ENR-177683,Anna Meyer,2000-05-15,16,FEMALE,9,Music,2023-05-02,12/20/2022,Graduated,2.78,143,140,79.7,CRS-3136,Introduction to Physics,Prof. Emma Meyer,b,5,Summer,2023-2024,14225.83,0.0,8795.79,27751.77,deferred,Sports,2,19,False,True,Unemployed,N/A,False,2023-05-13 09:50:00
STU-202314319,ENR-447364,Michael Meyer,2007-01-25,23,female,Sophomore,Physics,2025-02-03,08/08/2025,withdrawn,1.04,161,155,84.7,CRS-4207,Fundamentals of Music,Prof. Sabine Muller,N/A,2,fall,2023-2024,6541.16,0.0,1353.63,16483.7,Pending,Debate,5,16,False,False,Employed,,False,2023-03-17 14:09:00
STU-202314320,ENR-355070,Lukas Wagner,2009-09-07,21,Female,Sophomore,Computer Science,04-01-2023,2024-12-19,withdrawn,2.81,111,180,89.35,CRS-8565,Applied Psychology,Prof. Michael Wolf,f,3,summer,2024-2025,10448.23,11191.72,0.0,12667.93,Partial,student_government,3,16,False,True,military,,True,2023-10-12 22:42:00
STU-202314321,ENR-494986,Felix Wagner,1998-10-21,29,non_binary,Junior,Biology,07-02-2023,2024-02-28,Transferred,2.65,152,169,79.73,CRS-5762,Advanced Physics,Prof. Christina Schmidt,A,1,SUMMER,2022-2023,5141.6,13084.91,3739.43,0.0,Partial,Music,3,8,False,False,Further Education,43835.1,False,2023-11-08 22:51:00
STU-202314322,ENR-997807,Mia Weber,1996-03-30,22,non_binary,Junior,Engineering,2020-09-07,2024-04-27,Suspended,3.76,162,173,82.96,CRS-7486,Introduction to Economics,Prof. Paul Richter,a,2,spring,2020-2021,10736.49,10447.93,2369.5,0.0,paid,sports,5,1,True,False,unknown,,False,2023-01-25 15:26:00
STU-202314323,ENR-907999,Mia Wolf,1996-05-02,15,,junior,,2025-03-30,27 Mar 2025,transferred,3.94,113,122,94.89,CRS-8750,Advanced Literature,Prof. Anna Schmidt,f,4,Summer,2023-2024,12549.48,1680.86,0.0,0.0,pending,Research,1,14,True,True,Unemployed,,False,2023-08-16 01:57:00
STU-202314324,ENR-118548,Sophie Schulz,2004-02-25,25,Prefer not to say,sophomore,Psychology,2021-10-13,2024-12-06,Suspended,3.9,112,162,75.0,CRS-3180,Introduction to Mathematics,Prof. Andreas Richter,B,3,FALL,2022-2023,12062.99,0.0,0.0,40790.42,overdue,none,1,2,True,True,unemployed,,False,2023-09-18 01:58:00
STU-202314325,ENR-799349,Sabine Fischer,2006-05-24,21,FEMALE,Freshman,Art,2020-12-13,2023-05-26,On Leave,1.8,194,126,62.36,CRS-3456,Principles of Music,Prof. Felix Wolf,N/A,3,fall,2022-2023,6018.39,293.27,2015.9,0.0,Deferred,Research,0,20,False,True,unemployed,35031.69,False,2023-10-14 09:54:00
STU-202314326,ENR-286338,Thomas Richter,2009-04-17,27,Prefer not to say,9,Nursing,2025-10-18,2024-03-20,graduated,3.25,134,152,72.14,CRS-2784,Fundamentals of Engineering,Prof. Daniel Weber,B-,3,Spring,2022-2023,2674.95,8262.67,0.0,522.82,pending,Debate,1,17,True,False,employed,82994.44,True,2023-07-20 00:21:00
STU-202314327,ENR-535462,Emma Bauer,2009-10-07,15,FEMALE,,Nursing,25-07-2021,03 May 2023,transferred,1.06,68,130,59.54,CRS-1656,Fundamentals of Programming,Prof. Mia Muller,Incomplete,4,fall,2020-2021,12472.83,772.87,0.0,17184.49,paid,music,2,8,True,False,Employed,72021.08,False,2023-04-03 08:33:00
STU-202314328,ENR-145455,Anna Weber,2009-07-02,29,Non-binary,10,Psychology,06/11/2020,2023-09-23,Suspended,1.39,85,131,71.08,CRS-6440,Intermediate History,Prof. Anna Sowah,b_plus,6,summer,2022-2023,9970.42,0.0,9833.95,10062.12,paid,volunteering,0,6,True,True,Military,,True,2023-04-07 04:29:00
STU-202314329,ENR-292181,Hanna Bauer,2009-09-18,14,non_binary,10,Engineering,2020-10-03,2022-08-11,Active,,76,180,52.18,CRS-4057,Advanced Physics,Prof. Sarah Wolf,D,4,summer,2025-2026,5675.56,0.0,5581.83,32250.8,PAID,debate,1,15,False,False,unknown,84605.29,False,2023-04-26 08:48:00
STU-202314330,ENR-565484,Sophie Osei,2003-02-03,18,Prefer not to say,Junior,Art,2021-10-04,2025-07-26,graduated,1.25,48,171,61.31,CRS-4492,Advanced Psychology,Prof. Max Weber,a_minus,6,spring,2023-2024,6298.84,0.0,1015.0,37309.17,overdue,volunteering,5,19,False,False,Further Education,35288.97,False,2023-07-09 10:59:00
STU-202314331,ENR-597495,Sarah Hoffmann,2005-02-10,20,non_binary,graduate,Undeclared,2021-03-06,2024-09-07,Graduated,1.02,123,162,55.28,CRS-6520,Applied Economics,Prof. Thomas Schmidt,,6,SUMMER,2020-2021,6937.95,0.0,0.0,19692.96,Partial,music,1,15,True,False,Employed,,False,2023-01-13 22:04:00
STU-202314332,ENR-922772,Sarah Wolf,04 Sep 2008,21,M,9,History,2024-08-23,2022-02-20,Transferred,1.72,155,135,50.7,CRS-7413,Applied Psychology,Prof. Daniel Wagner,F,6,summer,2024-2025,8284.76,0.0,0.0,0.0,Pending,Volunteering,4,18,True,True,Employed,61475.75,False,2023-01-14 11:11:00
STU-202314333,ENR-657648,Thomas Wagner,2004-02-15,23,M,Sophomore,Art,2025-09-01,2025-03-09,ACTIVE,3.21,46,133,66.35,CRS-7038,Applied Physics,Prof. Mia Schneider,C+,2,spring,2025-2026,12351.7,0.0,746.6,7654.16,Partial,debate,0,1,True,False,unemployed,72827.15,False,2023-09-06 11:23:00
STU-202314334,ENR-214461,Leon Muller,1999-11-17,14,male,junior,Chemistry,18 Nov 2024,2025-03-30,on_leave,3.97,124,152,86.29,CRS-3291,Fundamentals of Music,Prof. Petra Schulz,a_minus,3,SPRING,2025-2026,9445.7,2879.21,133.97,13079.25,Pending,Research,5,14,True,True,military,,False,2023-03-17 20:57:00
STU-202314335,ENR-635658,Thomas Hoffmann,2004-08-05,19,FEMALE,Junior,Economics,2023-01-12,2023-11-10,Active,3.2,116,124,97.53,CRS-5059,Fundamentals of History,Prof. Emma Sowah,C-,4,Summer,2025-2026,4658.31,11256.82,1185.31,42097.46,Pending,Student Government,1,17,True,False,Further Education,86811.45,False,2023-06-18 16:13:00
STU-202314336,ENR-986635,Petra Koch,2000-03-20,15,FEMALE,Sophomore,Biology,09/08/2023,05/12/2025,Graduated,3.39,40,134,69.25,CRS-8621,Fundamentals of Chemistry,Prof. Andreas Muller,C+,2,summer,2021-2022,8346.93,6858.78,2298.67,6234.59,partial,research,4,19,False,False,employed,53800.66,True,2023-10-08 15:25:00
STU-202314337,ENR-750245,Christina Koch,2010-07-28,16,M,Freshman,Economics,2024-01-26,2025-09-19,ACTIVE,1.06,111,128,54.28,CRS-1554,Fundamentals of Art,Prof. Petra Klein,C-,1,Fall,2025-2026,10764.09,2966.36,0.0,24295.7,PAID,debate,2,14,False,True,EMPLOYED,92831.01,True,2023-11-05 08:29:00
STU-202314338,ENR-364259,Petra Klein,1996-09-28,24,Male,9,Education,13/10/2024,2024-10-05,Active,1.0,163,164,85.76,CRS-9290,Applied Programming,Prof. Christina Becker,A,5,SPRING,2022-2023,1983.5,0.0,4090.89,0.0,Partial,music,1,13,False,False,Military,89813.32,False,2023-08-12 02:55:00
STU-202314339,ENR-965445,Leon Osei,2007-03-23,18,,freshman,Biology,2023-09-26,2025-12-18,Withdrawn,2.8,40,153,80.82,CRS-6706,Intermediate Biology,Prof. Leon Hoffmann,,2,Spring,2023-2024,5032.63,0.0,0.0,43019.83,Overdue,research,1,12,True,False,Military,,False,2023-02-21 11:26:00
STU-202314340,ENR-519659,Hanna Richter,1998-10-22,17,Female,,Psychology,03-02-2025,06 Oct 2023,Transferred,2.63,13,134,95.31,CRS-1499,Intermediate Engineering,Prof. Max Hoffmann,b,1,fall,2025-2026,8355.21,0.0,0.0,47506.97,partial,None,1,16,False,True,military,,False,2023-12-01 08:41:00
STU-202314341,ENR-975779,Christina Bauer,2009-10-07,15,FEMALE,Freshman,Music,2025-06-12,2025-10-07,withdrawn,2.05,148,167,91.98,CRS-4087,Advanced History,Prof. Max Schmidt,d,4,Summer,2024-2025,7602.09,7157.25,0.0,0.0,Pending,research,5,5,True,True,,,False,2023-11-14 21:16:00
STU-202314342,ENR-505870,Thomas Osei,2003-08-10,14,female,12,Education,2023-06-21,2023-02-02,suspended,3.26,111,159,57.68,CRS-8807,Introduction to Literature,Prof. Petra Meyer,Incomplete,4,Summer,2022-2023,10473.14,7853.87,0.0,46768.58,paid,Sports,4,19,True,False,Military,63121.31,True,2023-01-15 00:06:00
STU-202314343,ENR-954622,Thomas Meyer,09 Jan 1999,24,prefer_not_to_say,Freshman,Physics,2022-06-19,2022-08-24,Active,3.21,96,163,86.18,CRS-9988,Intermediate History,Prof. Thomas Wolf,b_minus,5,SUMMER,2022-2023,9859.88,13862.85,0.0,35027.1,Pending,research,4,5,True,False,unemployed,38389.87,True,2023-10-20 16:59:00
STU-202314344,ENR-135935,Thomas Hoffmann,1998-08-05,26,F,senior,Psychology,2020-12-02,2022-01-25,Withdrawn,1.65,53,142,97.13,CRS-2785,Fundamentals of Engineering,Prof. Daniel Schulz,B,3,summer,2020-2021,2688.23,5175.36,0.0,42616.32,Deferred,Sports,3,4,True,True,Unknown,94030.05,True,2023-06-23 03:04:00
STU-202314345,ENR-619783,Petra Meyer,1997-07-18,20,FEMALE,senior,Nursing,2021-10-08,09-11-2024,active,2.01,42,158,91.51,CRS-6878,Advanced Literature,Prof. Anna Richter,c,2,fall,2024-2025,1810.01,0.0,703.51,47724.94,deferred,Research,3,8,True,True,Military,51798.86,False,2023-11-13 20:39:00
STU-202314346,ENR-256511,Petra Muller,02-10-2002,20,M,Freshman,English,2021-07-22,2022-10-02,ACTIVE,3.71,12,134,83.26,CRS-2695,Fundamentals of Literature,Prof. Paul Hoffmann,F,2,Spring,2020-2021,13526.46,4397.28,4439.16,36502.05,PAID,Music,1,17,True,False,unemployed,59617.79,False,2023-02-27 15:22:00
STU-202314347,ENR-364344,Leon Fischer,2006-11-05,29,prefer_not_to_say,sophomore,Business,2025-07-03,01/19/2025,withdrawn,3.1,98,133,51.93,CRS-3739,Fundamentals of Programming,Prof. Lukas Koch,B,1,Fall,2025-2026,12020.46,10468.69,0.0,30732.11,Deferred,N/A,3,20,True,True,NULL,,False,2023-01-06 12:06:00
STU-202314348,ENR-753624,Hanna Becker,1999-03-05,30,Prefer not to say,Graduate,Nursing,2022-03-10,2022-03-05,graduated,2.75,105,162,80.88,CRS-3133,Advanced Physics,Prof. Mia Becker,a_minus,2,SPRING,2022-2023,3487.37,2690.41,0.0,0.0,deferred,N/A,1,13,True,False,EMPLOYED,43430.35,False,2023-05-11 11:13:00
STU-202314349,ENR-702691,Mia Osei,2006-08-10,22,MALE,graduate,Music,2025-07-09,2023-03-05,Suspended,2.99,184,177,76.77,CRS-9235,Introduction to Literature,Prof. Daniel Schneider,c,3,spring,2024-2025,2691.07,7840.03,0.0,30536.34,Pending,sports,4,12,True,False,,96112.6,False,2023-10-21 23:35:00
STU-202314350,ENR-451559,Max Weber,1999-01-05,27,FEMALE,Senior,History,2020-05-16,2024-01-07,Transferred,2.76,105,132,90.53,CRS-7874,Principles of Art,Prof. Sophie Schmidt,Incomplete,3,Spring,2020-2021,3918.86,0.0,9891.34,27492.64,Pending,N/A,0,12,False,False,unknown,70627.25,True,2023-01-16 15:16:00
STU-202314351,ENR-189500,Anna Richter,2000-09-23,19,M,Junior,Physics,2022-05-14,2023-08-26,On Leave,2.28,29,145,94.61,CRS-7440,Applied Psychology,Prof. Petra Bauer,A-,4,FALL,2021-2022,8173.76,12426.5,3693.09,0.0,deferred,music,2,3,True,False,further_education,,True,2023-09-24 18:10:00
STU-202314352,ENR-988254,Leon Wolf,1996-04-23,16,female,Junior,Physics,25 Sep 2021,11/06/2022,withdrawn,2.07,122,173,75.83,CRS-4114,Intermediate Programming,Prof. Daniel Becker,b,6,SPRING,2021-2022,9875.2,0.0,598.16,40650.48,pending,research,4,17,True,True,Employed,78100.56,False,2023-09-26 13:41:00
STU-202314353,ENR-468331,Sophie Schulz,1996-04-06,29,MALE,junior,Biology,2025-06-16,2024-05-09,Withdrawn,2.78,175,167,51.34,CRS-2766,Introduction to Business,Prof. Thomas Koch,Incomplete,1,Spring,2020-2021,1379.19,4087.76,0.0,42090.01,Pending,Volunteering,3,17,False,False,Unknown,64355.27,False,2023-06-17 01:38:00
STU-202314354,ENR-629719,Max Becker,1997-10-28,21,Male,senior,undeclared,2023-09-01,2022-07-23,Withdrawn,2.45,93,163,93.38,CRS-8906,Introduction to Literature,Prof. Christina Muller,N/A,2,spring,2022-2023,7064.44,0.0,0.0,10095.75,Paid,Debate,1,7,False,False,EMPLOYED,48820.18,False,2023-06-18 03:34:00
STU-202314355,ENR-356090,Christina Wagner,1996-07-17,25,Prefer not to say,,History,2022-05-02,2022-09-03,on_leave,2.69,103,154,75.23,CRS-7165,Principles of Literature,Prof. Sabine Richter,D,4,Spring,2022-2023,3226.28,0.0,5384.25,4577.28,deferred,N/A,3,3,True,True,Unemployed,54074.82,False,2023-02-09 05:08:00
STU-202314356,ENR-916400,Leon Becker,2001-08-10,20,prefer_not_to_say,junior,,2025-06-09,12/26/2022,active,2.49,8,146,98.93,CRS-7365,Advanced Music,Prof. Paul Fischer,Withdrawn,4,SUMMER,2023-2024,12359.14,5108.64,0.0,0.0,Deferred,Debate,5,10,False,False,Employed,76395.19,False,2023-01-09 04:04:00
STU-202314357,ENR-344655,Sabine Sowah,1996-03-12,18,female,Senior,History,2022-09-11,2024-04-16,graduated,1.42,122,165,69.66,CRS-7243,Principles of Economics,Prof. Michael Wagner,c_minus,5,fall,2025-2026,13615.63,0.0,0.0,10228.86,deferred,Volunteering,1,11,False,False,employed,,True,2023-05-03 22:29:00
STU-202314358,ENR-183020,Anna Wolf,2003-11-04,24,F,senior,Business,2023-03-04,2025-05-22,ACTIVE,3.52,34,167,88.88,CRS-6352,Intermediate Biology,Prof. Emma Meyer,d,4,summer,2022-2023,10554.84,3904.58,4000.08,41898.74,Partial,Debate,0,13,True,True,further_education,,False,2023-03-09 23:37:00
STU-202314359,ENR-531517,Sabine Osei,2006-09-15,25,Male,9,Biology,11 Jun 2020,2023-01-13,Withdrawn,3.99,38,146,54.04,CRS-6799,Principles of Physics,Prof. Christina Schulz,withdrawn,5,spring,2020-2021,11479.13,10996.15,6076.41,46987.32,Overdue,Sports,4,20,True,True,Further Education,,True,2023-09-27 17:27:00
STU-202314360,ENR-209216,Christina Muller,2003-05-21,23,Female,Graduate,Physics,2020-12-31,2024-02-02,withdrawn,3.33,78,161,71.57,CRS-2268,Advanced Mathematics,Prof. Christina Wolf,B-,6,Summer,2024-2025,14025.84,665.67,0.0,8470.88,Pending,,2,13,False,True,further_education,,False,2023-11-23 21:18:00
STU-202314361,ENR-794338,Felix Muller,2003-09-03,21,non_binary,junior,Nursing,2020-02-16,2024-12-19,Withdrawn,1.26,50,172,58.76,CRS-3605,Intermediate Psychology,Prof. Christina Meyer,C+,3,FALL,2023-2024,14524.68,12590.55,4077.92,0.0,Pending,research,1,7,False,True,,56594.03,True,2023-07-17 16:23:00
STU-202314362,ENR-402288,Andreas Osei,2010-03-10,19,,junior,undeclared,2023-12-06,25 Feb 2023,graduated,3.59,132,146,66.39,CRS-5091,Intermediate Mathematics,Prof. Michael Muller,C-,5,Summer,2024-2025,12763.5,0.0,4793.54,0.0,PAID,Research,1,17,False,True,EMPLOYED,,False,2023-01-09 08:22:00
