transaction_id,account_id,customer_id,customer_name,account_type,account_status,transaction_type,transaction_date,amount,currency,balance_after,transaction_channel,branch_city,merchant_name,payment_method,is_international,fee_amount,risk_score,fraud_flag,aml_check_status,kyc_status,credit_score,customer_segment,ip_address,created_at
TXN-20230004201,ACC-848065250,CUST-362868,Christina Schulz,Credit Card,Active,Fee,28-09-2025,-31944.14,PLN,384742.61,SEPA,Essen,,Debit Card,True,0.0,98.71,True,Skipped,Verified,,Corporate,132.141.116.160,2023-01-01 05:45:00
TXN-20230004202,ACC-174446887,CUST-492644,Andreas Schneider,Loan,active,Refund,2023-03-23,-27711.35,EUR,82377.71,Direct Debit,Hanover,,Credit Card,True,0.0,96.7,True,Pending,Verified,849.0,Corporate,82.147.182.235,2023-01-28 22:25:00
TXN-20230004203,ACC-677560513,CUST-293656,Michael Koch,Mortgage,ACTIVE,Withdrawal,02/11/2023,831.99,PLN,170334.92,Online,Berlin,Amazon,Credit Card,True,0.0,89.6,False,Failed,Verified,,Business,87.24.64.233,2023-08-21 01:20:00
TXN-20230004204,ACC-972618214,CUST-233719,Mia Muller,Mortgage,Frozen,Fee,2022-05-10,-38197.25,EUR,115433.86,Direct Debit,Munich,REWE,Debit Card,True,4.81,97.68,False,Failed,Expired,502.0,Private Banking,108.26.115.173,2023-09-06 03:28:00
TXN-20230004205,ACC-841082644,CUST-937470,Christina Schulz,Credit Card,Dormant,Interest,2023-02-14,17968.69,CHF,145657.17,Online,Cologne,,Bank Transfer,False,0.0,27.45,True,passed,Not Required,737.0,Premium,104.179.179.95,2023-12-05 04:51:00
TXN-20230004206,ACC-182376699,CUST-196105,Sophie Weber,Mortgage,Dormant,Interest,29 Sep 2023,-28839.63,PLN,81494.91,Direct Debit,Leipzig,Shell,SEPA,True,0.0,16.69,True,Pending,Pending,722.0,Business,167.63.99.6,2023-01-04 15:02:00
TXN-20230004207,ACC-388102925,CUST-634811,Hanna Muller,Checking,ACTIVE,Withdrawal,16 Jul 2025,19818.98,EUR,254723.67,Online,Dusseldorf,Aldi,Bank Transfer,False,5.64,45.78,True,Manual Review,Pending,607.0,Business,175.101.33.228,2023-08-19 19:40:00
TXN-20230004208,ACC-359092209,CUST-555020,Sarah Fischer,Savings,Closed,Interest,2025-03-27,4687.2,EUR,70461.8,ATM,Frankfurt,Netflix,SEPA,False,14.64,0.36,True,passed,Not Required,,Private Banking,146.141.115.6,2023-11-09 04:20:00
TXN-20230004209,ACC-437633186,CUST-436890,Hanna Osei,Investment,ACTIVE,Withdrawal,2024-09-11,18500.44,PLN,465413.62,Branch,Hanover,Deutsche Bahn,Debit Card,False,0.0,72.78,False,Manual Review,Pending,,Corporate,89.28.48.185,2023-04-17 19:30:00
TXN-20230004210,ACC-605232414,CUST-738202,Felix Osei,Loan,Closed,Refund,2024-12-30,9374.0,PLN,49044.39,SEPA,Dusseldorf,REWE,Cash,False,5.17,52.99,True,passed,Verified,340.0,Private Banking,206.53.249.45,2023-12-10 02:33:00
TXN-20230004211,ACC-579769679,CUST-206696,Daniel Wagner,Investment,active,Refund,2024-06-20,-48235.59,PLN,183553.09,Branch,Cologne,Netflix,Cash,True,16.45,80.93,True,Manual Review,Expired,539.0,Retail,186.136.12.238,2023-08-05 14:18:00
TXN-20230004212,ACC-532539019,CUST-765681,Sarah Schmidt,Mortgage,Closed,Fee,2024-10-21,-20453.15,CHF,34358.71,SEPA,Dresden,Lidl,Debit Card,False,15.1,18.58,True,Failed,Pending,718.0,Retail,167.141.176.202,2023-10-03 04:49:00
TXN-20230004213,ACC-276696385,CUST-620418,Andreas Hoffmann,Loan,ACTIVE,Withdrawal,06/12/2022,3608.93,USD,232808.48,SEPA,Dusseldorf,Shell,Credit Card,False,13.84,17.23,True,Failed,verified,,Corporate,7.155.6.30,2023-08-07 11:51:00
TXN-20230004214,ACC-445997929,CUST-982240,Andreas Koch,Credit Card,Closed,Interest,2025-11-14,42324.4,EUR,175998.66,Online,Berlin,Netflix,SEPA,True,20.17,11.52,True,Skipped,Expired,,Corporate,20.84.132.209,2023-03-08 14:03:00
TXN-20230004215,ACC-159737319,CUST-655842,Lisa Schmidt,Credit Card,Active,Payment,08/04/2024,5781.96,GBP,331370.39,Direct Debit,Dusseldorf,Lidl,Bank Transfer,True,3.6,46.92,True,Skipped,Not Required,634.0,Business,237.73.206.224,2023-10-11 15:06:00
TXN-20230004216,ACC-270422176,CUST-316392,Lisa Schmidt,Checking,Active,Deposit,2024-04-08,-43594.09,GBP,13167.62,Branch,Leipzig,Deutsche Bahn,SEPA,False,0.0,45.58,True,Pending,Pending,399.0,Business,128.114.56.204,2023-12-12 12:06:00
TXN-20230004217,ACC-246439872,CUST-537020,Andreas Agyeman,Savings,Active,Refund,29/07/2024,32962.3,EUR,220514.8,ATM,Dresden,Lidl,Bank Transfer,False,6.29,42.44,False,Pending,Not Required,623.0,Retail,207.184.164.237,2023-08-15 19:43:00
TXN-20230004218,ACC-660551799,CUST-181334,Lisa Richter,Loan,Dormant,Transfer,2023-02-08,35700.64,CHF,220620.83,Mobile App,Frankfurt,Netflix,Bank Transfer,True,10.95,78.97,False,Skipped,Not Required,492.0,Retail,163.19.18.17,2023-01-02 11:26:00
TXN-20230004219,ACC-802034761,CUST-521076,Sabine Klein,Checking,active,Refund,2025-02-07,45134.66,GBP,388049.87,Phone,Nuremberg,Deutsche Bahn,Debit Card,False,0.0,83.23,True,Passed,Pending,700.0,Retail,216.148.138.11,2023-07-13 08:18:00
TXN-20230004220,ACC-690514576,CUST-374579,Christina Wagner,Loan,Frozen,Refund,2025-10-16,-47008.46,GBP,138170.88,Phone,Nuremberg,MediaMarkt,Bank Transfer,False,0.0,84.21,True,Passed,Expired,,Business,97.133.228.24,2023-07-05 03:36:00
TXN-20230004221,ACC-177300049,CUST-327667,Sabine Koch,Mortgage,Dormant,Fee,10/20/2025,48195.19,USD,495617.46,Phone,Berlin,Aldi,Debit Card,False,0.0,48.8,False,passed,Expired,,Retail,65.255.227.54,2023-03-17 07:46:00
TXN-20230004222,ACC-192185938,CUST-179278,Felix Klein,Loan,Closed,Withdrawal,2024-06-07,27710.28,PLN,13973.1,Branch,Munich,Aldi,sepa,False,9.47,36.37,False,Skipped,Verified,562.0,Retail,123.18.242.131,2023-02-21 05:56:00
TXN-20230004223,ACC-639630102,CUST-846669,Sophie Wolf,Investment,Dormant,Refund,2022-02-17,12481.3,PLN,387693.62,Mobile App,Frankfurt,REWE,SEPA,False,10.7,3.51,True,Failed,Pending,,Retail,174.99.193.26,2023-07-07 10:10:00
TXN-20230004224,ACC-790788195,CUST-859472,Anna Wolf,Credit Card,active,Withdrawal,2025-06-18,35908.97,GBP,176239.17,Direct Debit,Berlin,Amazon,SEPA,False,0.0,42.68,False,Skipped,Pending,,Business,125.127.164.5,2023-11-10 16:14:00
TXN-20230004225,ACC-396901304,CUST-927066,Lukas Mensah,Investment,active,Withdrawal,2022-03-15,-22125.41,GBP,5502.55,Direct Debit,Nuremberg,Shell,Cash,False,24.78,7.29,True,Pending,Verified,668.0,Premium,190.174.112.199,2023-10-22 11:44:00
TXN-20230004226,ACC-708320536,CUST-728297,Daniel Muller,Checking,Frozen,Refund,2025-03-21,23225.16,CHF,369524.8,Mobile App,Bremen,MediaMarkt,Bank Transfer,True,0.0,66.75,False,Manual Review,Not Required,427.0,Business,249.196.69.114,2023-06-01 03:50:00
TXN-20230004227,ACC-151633638,CUST-817416,Lisa Bauer,Credit Card,Active,Interest,28/04/2024,48699.26,EUR,289531.29,ATM,Duisburg,Aldi,Credit Card,False,0.0,26.67,False,Pending,Verified,694.0,Business,27.3.156.251,2023-04-01 12:06:00
TXN-20230004228,ACC-952340795,CUST-429566,Sarah Wolf,Checking,Frozen,Refund,2024-07-09,-142897.0,EUR,101385.21,Mobile App,Stuttgart,Deutsche Bahn,Cash,False,2.02,96.63,False,Manual Review,Verified,573.0,Retail,163.62.83.153,2023-04-19 20:20:00
TXN-20230004229,ACC-370494708,CUST-324156,David Klein,Checking,active,Interest,08/11/2023,27727.61,PLN,426082.09,Mobile App,Essen,Aldi,Bank Transfer,False,0.0,48.96,True,Skipped,Pending,,Corporate,230.33.120.192,2023-07-06 06:50:00
TXN-20230004230,ACC-844861528,CUST-775950,Christina Sowah,Investment,Frozen,Transfer,31-12-2025,31327.3,EUR,174587.09,SEPA,Dortmund,Lidl,Bank Transfer,False,15.5,92.42,False,passed,verified,,Corporate,222.163.188.40,2023-09-19 20:50:00
TXN-20230004231,ACC-342954264,CUST-305366,Anna Meyer,Savings,Dormant,Fee,2025-02-07,-46183.59,USD,262187.66,Online,Munich,REWE,Credit Card,False,0.0,11.38,False,Skipped,Pending,,Retail,180.125.200.131,2023-08-21 16:33:00
TXN-20230004232,ACC-678913802,CUST-689007,Felix Schulz,Mortgage,Closed,Payment,2022-02-28,12663.32,USD,20490.28,Phone,Dresden,EDEKA,sepa,True,15.18,24.86,False,Pending,Pending,373.0,Private Banking,226.193.27.11,2023-07-04 04:11:00
TXN-20230004233,ACC-953139873,CUST-698305,Paul Agyeman,Savings,Closed,Withdrawal,2022-01-31,-32869.93,EUR,433783.83,Online,Cologne,Shell,Debit Card,False,0.0,11.92,False,Manual Review,Not Required,,Business,6.48.251.154,2023-01-25 13:23:00
TXN-20230004234,ACC-614218683,CUST-894517,Max Sowah,Credit Card,Closed,Fee,14-12-2023,-10437.01,PLN,373587.98,Phone,Berlin,Shell,SEPA,False,0.0,77.55,False,Passed,verified,762.0,Private Banking,142.209.29.90,2023-09-06 23:12:00
TXN-20230004235,ACC-937234847,CUST-779251,Lukas Bauer,Investment,Frozen,Transfer,2025-04-06,37284.03,CHF,496560.89,ATM,Bremen,EDEKA,Debit Card,False,0.0,81.67,True,passed,verified,838.0,Corporate,205.102.217.191,2023-09-20 06:21:00
TXN-20230004236,ACC-954983855,CUST-596470,Anna Koch,Investment,Active,Transfer,2025-04-18,24297.8,PLN,320263.0,ATM,Berlin,NULL,Credit Card,True,0.0,50.1,True,Passed,Pending,380.0,Premium,230.137.116.44,2023-04-01 18:14:00
TXN-20230004237,ACC-740591223,CUST-898900,Michael Becker,Investment,Active,Deposit,23/07/2025,-41862.67,USD,371511.37,Branch,Leipzig,,Bank Transfer,True,17.19,45.35,True,passed,Pending,497.0,Retail,77.142.247.193,2023-10-09 12:03:00
TXN-20230004238,ACC-979498486,CUST-983686,Michael Klein,Savings,active,Interest,2025-11-22,15265.42,GBP,281587.86,SEPA,Nuremberg,Lidl,SEPA,True,23.94,68.8,False,Pending,verified,,Corporate,196.131.178.52,2023-05-10 12:38:00
TXN-20230004239,ACC-290589573,CUST-845756,Sarah Boateng,Checking,Closed,Fee,2023-10-05,30249.57,CHF,10783.43,SEPA,Dusseldorf,,SEPA,False,0.0,0.04,True,Pending,Verified,431.0,Corporate,183.140.228.22,2023-12-24 21:51:00
TXN-20230004240,ACC-175180959,CUST-568835,Thomas Wagner,Investment,active,Withdrawal,28-10-2023,-42809.91,EUR,275309.69,Branch,Hamburg,MediaMarkt,sepa,True,15.46,67.53,False,Skipped,verified,346.0,Corporate,185.169.222.84,2023-06-19 15:00:00
TXN-20230004241,ACC-439689984,CUST-757841,Daniel Koch,Checking,ACTIVE,Refund,06/23/2024,10316.48,CHF,54793.63,Branch,Essen,EDEKA,sepa,False,11.86,78.09,False,passed,Expired,,Retail,171.130.169.125,2023-11-08 17:35:00
TXN-20230004242,ACC-758448845,CUST-401630,Sophie Agyeman,Loan,active,Withdrawal,24/06/2025,-29114.29,EUR,41513.22,Branch,Cologne,,Debit Card,True,0.0,75.79,True,Passed,Verified,,Private Banking,39.102.174.34,2023-05-14 16:14:00
TXN-20230004243,ACC-374001656,CUST-151960,Christina Wolf,Credit Card,Active,Withdrawal,2025-02-25,-36967.43,PLN,175600.2,Branch,Dortmund,EDEKA,Cash,True,16.2,71.33,True,Manual Review,Verified,535.0,Business,208.99.217.19,2023-08-09 00:44:00
TXN-20230004244,ACC-908651602,CUST-823149,Anna Klein,Checking,Dormant,Refund,2024-06-08,-35448.54,CHF,57737.7,ATM,Nuremberg,Amazon,Cash,True,0.0,47.57,True,Skipped,verified,526.0,Premium,220.23.191.97,2023-07-22 21:41:00
TXN-20230004245,ACC-998526867,CUST-770960,Felix Bauer,Mortgage,Dormant,Interest,2023-08-16,-7792.04,EUR,39724.98,Online,Bremen,Netflix,sepa,False,14.08,38.04,True,Failed,verified,327.0,Premium,23.26.210.89,2023-04-07 20:06:00
TXN-20230004246,ACC-444596396,CUST-184257,Felix Mensah,Credit Card,Closed,Interest,18 Dec 2025,-44516.53,CHF,442447.53,Online,Essen,MediaMarkt,Bank Transfer,False,0.0,61.87,True,Manual Review,Verified,471.0,Business,214.221.238.97,2023-01-09 13:35:00
TXN-20230004247,ACC-542628024,CUST-639939,David Bauer,Savings,Active,Fee,06-07-2022,-3079.88,CHF,443805.93,Branch,Cologne,MediaMarkt,SEPA,False,0.0,14.22,False,Passed,Not Required,744.0,Corporate,81.19.126.157,2023-02-04 12:55:00
TXN-20230004248,ACC-111863602,CUST-534087,Sophie Hoffmann,Checking,Frozen,Deposit,2022-07-09,32061.48,USD,259850.7,SEPA,Munich,Lidl,sepa,True,12.36,87.1,True,Pending,Not Required,502.0,Business,111.140.47.211,2023-12-15 11:03:00
TXN-20230004249,ACC-274870728,CUST-189294,Anna Wagner,Savings,Closed,Payment,23/12/2024,-12032.58,GBP,436008.72,ATM,Duisburg,Lidl,Cash,True,0.0,71.42,False,Skipped,Expired,686.0,Corporate,220.121.42.213,2023-01-01 01:46:00
TXN-20230004250,ACC-481155584,CUST-218798,Lisa Becker,Investment,Active,Transfer,01/01/2024,23241.69,GBP,50404.26,Phone,Dusseldorf,Lidl,Bank Transfer,False,0.0,36.66,False,Manual Review,Not Required,739.0,Premium,11.244.88.51,2023-03-06 00:46:00
TXN-20230004251,ACC-302875274,CUST-276330,Christina Schmidt,Checking,Closed,Payment,27 Sep 2023,-45352.07,EUR,316467.86,ATM,Stuttgart,Deutsche Bahn,Bank Transfer,True,0.0,18.18,False,Failed,Expired,,Corporate,147.158.144.195,2023-12-16 06:41:00
TXN-20230004252,ACC-576346957,CUST-935942,Sophie Koch,Credit Card,active,Transfer,2024-11-27,-48092.62,CHF,14386.05,Phone,Essen,Aldi,Bank Transfer,False,0.0,64.26,True,Pending,Pending,428.0,Corporate,138.171.210.236,2023-01-19 16:00:00
TXN-20230004253,ACC-810135222,CUST-819976,Daniel Bauer,Credit Card,Closed,Deposit,2025-07-22,-39907.39,PLN,142888.7,Phone,Munich,REWE,Bank Transfer,False,0.0,10.02,True,passed,verified,,Retail,124.151.3.99,2023-08-05 19:31:00
TXN-20230004254,ACC-477330059,CUST-777564,David Meyer,Investment,Closed,Transfer,2022-12-09,46698.88,USD,54483.0,Branch,Munich,Amazon,Debit Card,False,0.0,26.17,False,Failed,Not Required,618.0,Business,11.192.135.191,2023-07-16 12:21:00
TXN-20230004255,ACC-157386895,CUST-652023,Lukas Wagner,Checking,Active,Deposit,2022-07-11,36182.34,PLN,372977.7,Direct Debit,Cologne,Shell,Debit Card,False,23.67,41.3,False,Failed,Pending,626.0,Private Banking,52.140.13.143,2023-12-12 11:55:00
TXN-20230004256,ACC-625321222,CUST-884849,Michael Schulz,Checking,ACTIVE,Deposit,2023-04-13,42266.38,PLN,13820.46,Mobile App,Berlin,,Cash,False,4.63,86.66,True,passed,verified,310.0,Business,226.202.171.116,2023-09-04 06:37:00
TXN-20230004257,ACC-875960861,CUST-146015,Christina Boateng,Investment,Active,Transfer,2022-06-15,-2129.21,CHF,366723.93,Branch,Nuremberg,Deutsche Bahn,SEPA,True,16.51,16.96,False,Skipped,verified,832.0,Business,7.153.34.87,2023-04-16 04:02:00
TXN-20230004258,ACC-669657831,CUST-926768,Hanna Richter,Mortgage,ACTIVE,Refund,2025-12-30,10856.65,GBP,463637.08,Online,Leipzig,Deutsche Bahn,Debit Card,True,0.0,32.53,False,Passed,Verified,,Corporate,247.119.148.131,2023-09-07 09:39:00
TXN-20230004259,ACC-217815204,CUST-159980,Lisa Wagner,Savings,Dormant,Refund,2024-06-30,-41033.49,PLN,361344.84,Branch,Leipzig,EDEKA,SEPA,True,22.81,76.34,False,Passed,Pending,382.0,Retail,37.138.29.123,2023-03-27 19:07:00
TXN-20230004260,ACC-481430648,CUST-772796,Sophie Schneider,Investment,active,Fee,02/06/2025,13465.33,CHF,225971.94,Phone,Hanover,Netflix,Credit Card,True,6.74,71.85,False,Skipped,Not Required,,Premium,62.253.49.244,2023-03-09 04:22:00
TXN-20230004261,ACC-419064304,CUST-500104,Michael Schmidt,Checking,Active,Interest,2024-09-11,-19184.72,USD,452446.5,Mobile App,Nuremberg,,Cash,False,0.0,35.87,True,Pending,verified,468.0,Business,155.52.77.215,2023-06-05 18:56:00
TXN-20230004262,ACC-721220743,CUST-466532,Daniel Agyeman,Checking,ACTIVE,Withdrawal,2022-12-11,-10102.85,EUR,358731.63,ATM,Hanover,REWE,sepa,False,21.75,40.96,False,Passed,Not Required,,Corporate,57.248.100.82,2023-03-06 14:52:00
TXN-20230004263,ACC-964074439,CUST-656323,Petra Boateng,Credit Card,ACTIVE,Deposit,2024-10-14,-3871.0,USD,112454.35,ATM,Munich,Amazon,Bank Transfer,False,0.0,72.58,False,Failed,verified,821.0,Private Banking,24.13.52.223,2023-12-07 19:05:00
TXN-20230004264,ACC-827241980,CUST-433608,Sarah Wagner,Savings,Frozen,Fee,2022-09-05,17218.88,GBP,103760.68,SEPA,Dortmund,EDEKA,SEPA,False,0.0,3.7,True,Failed,Pending,307.0,Premium,235.45.14.142,2023-02-26 13:33:00
TXN-20230004265,ACC-376183630,CUST-507268,Paul Sowah,Investment,ACTIVE,Fee,05 Feb 2022,27396.39,USD,34838.54,Branch,Berlin,Netflix,Bank Transfer,True,0.0,0.99,True,Skipped,Not Required,510.0,Corporate,78.254.28.131,2023-11-17 15:40:00
TXN-20230004266,ACC-619769279,CUST-106703,Hanna Schmidt,Savings,Frozen,Fee,2024-11-05,-16395.65,PLN,498113.06,Branch,Dresden,MediaMarkt,Bank Transfer,True,20.84,12.33,False,Skipped,verified,474.0,Premium,129.147.212.204,2023-02-24 23:01:00
TXN-20230004267,ACC-362446279,CUST-264835,Sarah Fischer,Investment,Closed,Refund,23 Oct 2025,42707.17,CHF,213157.01,Phone,Cologne,Amazon,Credit Card,True,0.0,7.93,False,Failed,Verified,675.0,Retail,16.19.24.41,2023-08-06 00:55:00
TXN-20230004268,ACC-755482427,CUST-337613,Paul Schmidt,Savings,Frozen,Transfer,28/06/2023,-32106.27,USD,220540.81,Online,Hanover,Amazon,Bank Transfer,True,0.0,8.57,True,Skipped,Expired,,Corporate,197.201.180.210,2023-01-11 11:49:00
TXN-20230004269,ACC-459562034,CUST-120868,Emma Hoffmann,Checking,ACTIVE,Payment,08 Feb 2023,12661.88,CHF,28670.89,Mobile App,Nuremberg,,sepa,False,0.0,11.29,True,Manual Review,Verified,769.0,Retail,23.7.136.193,2023-10-09 13:24:00
TXN-20230004270,ACC-908617032,CUST-395070,Christina Weber,Checking,Dormant,Payment,2022-06-19,-35483.03,CHF,6726.71,Branch,Stuttgart,Deutsche Bahn,Cash,False,0.0,80.42,False,Skipped,Not Required,821.0,Corporate,225.122.227.169,2023-11-21 09:26:00
TXN-20230004271,ACC-250418216,CUST-220548,Paul Wolf,Credit Card,ACTIVE,Interest,2024-11-15,-19015.33,EUR,92159.55,Mobile App,Bremen,EDEKA,Credit Card,False,0.0,30.75,False,Pending,verified,527.0,Private Banking,115.156.219.53,2023-05-14 10:53:00
TXN-20230004272,ACC-365616145,CUST-730405,David Fischer,Savings,Closed,Refund,24 Jun 2022,-20304.68,CHF,208235.08,Mobile App,Dortmund,REWE,Credit Card,False,0.0,81.11,True,Pending,verified,507.0,Business,48.0.111.154,2023-03-17 18:56:00
TXN-20230004273,ACC-562199056,CUST-180232,Emma Weber,Checking,Closed,Deposit,2022-02-19,-19998.52,EUR,240991.46,SEPA,Hamburg,Netflix,Cash,True,7.56,57.66,True,passed,verified,758.0,Corporate,249.244.32.74,2023-03-10 12:22:00
TXN-20230004274,ACC-257221937,CUST-635015,Sabine Schmidt,Savings,Closed,Refund,2023-04-20,-3274.0,PLN,137664.55,Branch,Munich,Netflix,Debit Card,True,18.91,57.21,True,passed,verified,,Corporate,85.103.144.171,2023-12-16 06:22:00
TXN-20230004275,ACC-815798700,CUST-454946,Daniel Boateng,Savings,Dormant,Deposit,2025-05-18,4921.61,PLN,386662.84,ATM,Dusseldorf,Deutsche Bahn,Cash,True,0.0,28.34,False,Manual Review,Pending,405.0,Business,251.89.220.205,2023-05-25 12:24:00
TXN-20230004276,ACC-197445679,CUST-863282,Daniel Fischer,Checking,Closed,Refund,2022-12-26,-35334.99,CHF,15191.73,Mobile App,Essen,Aldi,Credit Card,True,0.0,66.81,True,Failed,Pending,721.0,Corporate,219.4.66.238,2023-07-05 06:19:00
TXN-20230004277,ACC-445926210,CUST-653273,Sophie Wolf,Credit Card,Frozen,Fee,2025-03-25,23316.19,USD,238371.74,ATM,Nuremberg,EDEKA,SEPA,False,21.85,15.21,False,Pending,verified,405.0,Private Banking,28.1.19.96,2023-05-24 12:39:00
TXN-20230004278,ACC-439100623,CUST-301701,Daniel Mensah,Investment,active,Transfer,2022-10-07,24405.64,GBP,12206.08,Online,Munich,REWE,Cash,True,0.0,24.98,True,Pending,Expired,,Retail,72.108.43.133,2023-02-27 03:07:00
TXN-20230004279,ACC-549245858,CUST-483581,Sarah Klein,Savings,Active,Withdrawal,2022-12-04,-2657.49,EUR,337332.02,SEPA,Hanover,Aldi,Cash,True,0.0,37.28,False,Passed,verified,,Corporate,185.184.175.44,2023-05-22 04:49:00
TXN-20230004280,ACC-943332950,CUST-132283,Andreas Sowah,Investment,Active,Withdrawal,04/24/2023,-19959.19,GBP,497669.63,Branch,Cologne,Netflix,Bank Transfer,False,0.0,40.84,True,passed,Expired,,Business,153.22.223.128,2023-12-07 16:49:00
TXN-20230004281,ACC-618452268,CUST-329463,David Becker,Loan,ACTIVE,Transfer,2023-06-02,9975.76,GBP,434881.34,Direct Debit,Cologne,Amazon,sepa,False,0.0,72.92,False,Skipped,Verified,634.0,Business,197.162.220.118,2023-10-23 05:45:00
TXN-20230004282,ACC-241114614,CUST-115392,Max Schmidt,Checking,ACTIVE,Withdrawal,2023-12-09,-40362.67,USD,453013.31,Online,Essen,Amazon,Credit Card,True,0.0,8.74,True,passed,verified,759.0,Private Banking,101.105.28.117,2023-10-28 10:18:00
TXN-20230004283,ACC-787009657,CUST-486363,Anna Schulz,Mortgage,Active,Transfer,2023-05-05,14705.93,GBP,492968.2,ATM,Hamburg,Aldi,Bank Transfer,False,4.66,67.34,False,passed,Verified,617.0,Private Banking,226.202.66.244,2023-02-17 04:26:00
TXN-20230004284,ACC-925957439,CUST-882787,Sophie Richter,Loan,active,Interest,2023-09-07,14520.79,PLN,495924.22,ATM,Essen,MediaMarkt,Cash,True,10.29,36.04,True,Pending,Verified,472.0,Corporate,152.198.76.107,2023-04-24 14:37:00
TXN-20230004285,ACC-820794360,CUST-955936,David Sowah,Checking,Frozen,Transfer,14/05/2022,10389.73,GBP,337827.73,Online,Dortmund,,Cash,True,0.78,95.32,False,passed,verified,615.0,Corporate,226.97.10.159,2023-12-18 00:32:00
TXN-20230004286,ACC-191768350,CUST-370208,Hanna Schulz,Checking,Dormant,Fee,07/25/2024,44228.67,USD,446628.07,SEPA,Leipzig,Aldi,Credit Card,False,0.0,40.76,False,passed,Pending,617.0,Business,72.8.201.199,2023-01-28 09:45:00
TXN-20230004287,ACC-951882590,CUST-574180,Sabine Koch,Savings,Closed,Withdrawal,2022-12-20,19357.91,GBP,271389.36,ATM,Bremen,Lidl,Bank Transfer,True,0.0,15.11,True,Passed,verified,430.0,Corporate,70.241.203.253,2023-12-17 10:00:00
TXN-20230004288,ACC-176180133,CUST-327622,Christina Bauer,Mortgage,Frozen,Deposit,2022-05-31,2086.05,PLN,26100.05,Phone,Frankfurt,,Debit Card,True,0.0,9.62,False,Passed,Expired,481.0,Corporate,185.30.125.50,2023-02-23 13:09:00
TXN-20230004289,ACC-279835648,CUST-742336,Thomas Richter,Savings,Dormant,Deposit,15 Mar 2022,30618.86,PLN,319164.91,Mobile App,Stuttgart,Deutsche Bahn,Credit Card,False,0.0,56.14,False,Skipped,verified,,Corporate,185.103.13.212,2023-07-24 12:33:00
TXN-20230004290,ACC-644419599,CUST-327063,Petra Schneider,Investment,Closed,Transfer,2022-04-01,2513.94,GBP,408690.72,Branch,Essen,Lidl,SEPA,True,0.0,10.72,False,Failed,verified,586.0,Private Banking,22.110.215.190,2023-06-22 09:21:00
TXN-20230004291,ACC-176954408,CUST-645843,Lukas Fischer,Savings,Frozen,Transfer,2024-02-06,-9561.28,GBP,371382.22,Mobile App,Cologne,REWE,Credit Card,False,0.0,68.31,False,Skipped,verified,516.0,Retail,38.241.14.170,2023-05-02 12:12:00
TXN-20230004292,ACC-208858089,CUST-521763,Anna Schmidt,Investment,active,Deposit,2025-04-23,852.95,EUR,113564.45,SEPA,Munich,,SEPA,True,0.0,13.27,False,Failed,Verified,565.0,Retail,85.130.155.202,2023-04-25 16:07:00
TXN-20230004293,ACC-718677439,CUST-693981,Daniel Becker,Checking,Closed,Refund,27/07/2025,-31825.88,USD,236219.11,Branch,Hanover,,Credit Card,True,8.2,25.04,False,passed,Not Required,437.0,Retail,64.103.123.43,2023-06-13 21:07:00
TXN-20230004294,ACC-474922591,CUST-348856,Anna Fischer,Mortgage,Dormant,Interest,2025-07-20,-22065.33,CHF,83584.1,Online,Frankfurt,MediaMarkt,Bank Transfer,False,0.0,4.09,True,Pending,verified,524.0,Corporate,245.164.4.38,2023-04-07 19:07:00
TXN-20230004295,ACC-156668299,CUST-734822,Mia Fischer,Loan,Active,Payment,2022-06-05,23987.13,USD,160891.31,Phone,Berlin,Amazon,SEPA,False,0.0,55.29,True,Pending,Verified,805.0,Premium,189.61.85.60,2023-01-19 23:40:00
TXN-20230004296,ACC-683603188,CUST-455320,David Koch,Investment,Dormant,Transfer,2024-12-19,36342.14,CHF,418842.18,Mobile App,Munich,Netflix,SEPA,True,0.0,36.39,False,passed,Pending,713.0,Private Banking,227.160.128.220,2023-08-05 15:18:00
TXN-20230004297,ACC-820215952,CUST-706929,Andreas Schulz,Checking,active,Interest,2023-11-17,0.0,GBP,18525.87,Online,Bremen,REWE,sepa,False,0.0,42.02,True,passed,verified,,Corporate,43.189.104.125,2023-01-23 15:49:00
TXN-20230004298,ACC-347117655,CUST-816565,Petra Wagner,Checking,Frozen,Fee,18/02/2023,-21028.87,CHF,293646.62,Mobile App,Nuremberg,EDEKA,Bank Transfer,True,0.0,43.37,True,passed,verified,581.0,Business,4.239.255.139,2023-01-25 07:09:00
TXN-20230004299,ACC-978801097,CUST-478123,Lukas Richter,Investment,Closed,Transfer,2023-02-07,18311.57,EUR,463174.28,Direct Debit,Duisburg,Amazon,Bank Transfer,False,0.0,6.07,True,Pending,Not Required,692.0,Business,162.9.227.111,2023-10-24 07:55:00
TXN-20230004300,ACC-630160254,CUST-351597,Anna Sowah,Mortgage,Frozen,Refund,2022-07-09,-7946.78,GBP,492468.31,SEPA,Frankfurt,Amazon,Credit Card,False,0.0,16.52,True,Passed,verified,430.0,Corporate,136.80.4.28,2023-01-13 05:46:00
TXN-20230004301,ACC-486583767,CUST-591363,Daniel Schneider,Savings,active,Deposit,2025-06-08,-15862.44,CHF,289472.64,Phone,Dusseldorf,Netflix,Bank Transfer,True,0.0,69.1,False,passed,Verified,579.0,Premium,209.127.224.68,2023-02-08 11:52:00
